Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,nox,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,284887.924726025,284887.924726025,284887.924726025,1
ie,nox,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,11922.6226809694,11922.6226809694,11922.6226809694,1
sea,nox,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,3.58510657027235e-05,3.58510657027235e-05,3.58510657027235e-05,1
ow,nox,grouped,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,51293.6561713956,51293.6561713956,51293.6561713956,1
uk,nox,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,95797.4147571009,95797.4147571009,95797.4147571009,1
ie,nox,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,10142.8696674842,10142.8696674842,10142.8696674842,1
sea,nox,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,0.693239181994378,0.693239181994378,0.693239181994378,1
ow,nox,grouped,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,nox,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,92984.855111286,92984.855111286,92984.855111286,1
ie,nox,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,9767.15644584761,9767.15644584761,9767.15644584761,1
sea,nox,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1.49906956412039,1.49906956412039,1.49906956412039,1
ow,nox,grouped,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,nox,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,nox,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,nox,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,nox,grouped,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,125.095106,125.095106,125.095106,1
uk,nox,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,95.774475115826,95.774475115826,95.774475115826,1
ie,nox,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,9.08025716211727,9.08025716211727,9.08025716211727,1
sea,nox,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,5.92346762096862e-05,5.92346762096862e-05,5.92346762096862e-05,1
ow,nox,grouped,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
