Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,77481.7586113227,77481.7586113227,77481.7586113227,1
uk,sea,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0191432989651754,0.0191432989651754,0.0191432989651754,1
uk,outwith,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,20254.9898927147,20254.9898927147,20254.9898927147,1
ie,terrestrial,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,16350.7805238947,16350.7805238947,16350.7805238947,1
ie,sea,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,co,masked,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,309414.724260625,309414.724260625,309414.724260625,1
uk,sea,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.434477680072775,0.434477680072775,0.434477680072775,1
uk,outwith,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,9800.17639572568,9800.17639572568,9800.17639572568,1
ie,sea,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0.110499445643537,0.110499445643537,0.110499445643537,1
ie,outwith,co,masked,2010,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,249405.254852398,249405.254852398,249405.254852398,1
uk,sea,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.300982300870509,0.300982300870509,0.300982300870509,1
uk,outwith,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,110711.53300081,110711.53300081,110711.53300081,1
ie,sea,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,2.83221457346942,2.83221457346942,2.83221457346942,1
ie,outwith,co,masked,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,635.6927,635.6927,635.6927,1
ie,terrestrial,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,co,masked,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,2922.10268737422,2922.10268737422,2922.10268737422,1
uk,sea,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0.00180726449197243,0.00180726449197243,0.00180726449197243,1
uk,outwith,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,277.919857118225,277.919857118225,277.919857118225,1
ie,sea,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,co,masked,2010,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,co,masked,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,820866.336637726,820866.336637726,820866.336637726,1
uk,sea,co,masked,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1.51728594421135,1.51728594421135,1.51728594421135,1
uk,outwith,co,masked,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
