Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,voc,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,588.980629605181,2751.8414789518,3340.82210855698,7432.48893116841,7432.4889311688
ie,all,voc,inventory,2010,2024,sec01,A_PublicPower,1,PublicPower,annual,287.192119037733,,287.192119037733,372.320293188279,372.320293188279
uk,all,voc,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,38032.8171342447,117961.90245794,155994.719592185,147991.227956221,147991.227956224
ie,all,voc,inventory,2010,2024,sec02,B_Industry,3,Industry,annual,32305.9526782961,,32305.9526782961,20727.4044212766,20727.4044212764
uk,all,voc,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,26770.2320443879,643.51,27413.7420443878,25194.9939507449,25194.993950745
ie,all,voc,inventory,2010,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,8277.58514654097,,8277.58514654097,13670.1563881789,13670.1563881789
uk,all,voc,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,43050.2730483116,70443.8641294809,113494.137177794,126886.763066344,126886.763066342
ie,all,voc,inventory,2010,2024,sec04,D_Fugitive,5,Fugitive,annual,3758.11697596312,,3758.11697596312,6223.04033660808,6223.04033660809
uk,all,voc,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,273551.401717376,22945.8271330978,296497.228850473,337144.991968873,337144.991968876
ie,all,voc,inventory,2010,2024,sec05,E_Solvents,6,Solvents,annual,18928.5019540916,,18928.5019540916,19344.339476206,19344.3394762058
uk,all,voc,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30259.4736121383,,30259.4736121383,98337.9845108911,98337.9845108922
ie,all,voc,inventory,2010,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3501.31952589507,,3501.31952589507,11583.6290065912,11583.6290065911
uk,all,voc,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,voc,inventory,2010,2024,sec07,G_Shipping,8,Shipping,annual,241.914593789587,,241.914593789587,109.170462562107,109.170462562106
uk,all,voc,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,voc,inventory,2010,2024,sec08,H_Aviation,8,Aviation,annual,169.47589953826,,169.47589953826,128.579671301351,128.579671301351
uk,all,voc,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,32292.2539058132,,32292.2539058132,47781.4621140873,47781.4621140883
ie,all,voc,inventory,2010,2024,sec09,I_Offroad,8,Offroad,annual,407.203144959228,,407.203144959228,753.476395345512,753.476395345505
uk,all,voc,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,8681.14587723329,22.060566,8703.20644323333,36226.9915582275,36226.9915582276
ie,all,voc,inventory,2010,2024,sec10,J_Waste,9,Waste,annual,501.413777623435,,501.413777623435,330.731990243644,330.731990243646
uk,all,voc,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,132438.125161698,,132438.125161698,114082.962049452,114082.96204945
ie,all,voc,inventory,2010,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,40721.2308372838,,40721.2308372838,35770.4170253661,35770.417025366
uk,all,voc,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,voc,inventory,2010,2024,sec12,L_AgriOther,10,AgriOther,annual,4695.87581819708,,4695.87581819708,4750.15858510548,4750.15858510549
uk,all,voc,inventory,2010,2024,sec13,M_Other,11,Other,annual,92925.135292474,,92925.135292474,94698.7888816121,94698.7888816152
ie,all,voc,inventory,2010,2024,sec13,M_Other,11,Other,annual,,,,0,0
