ISO,Year,EMEP_data,GNFR,Pollutant,emis_t,SNAP,Region,EMEP_Sector,sec_long,long_name,Data_source
AL,2010,2010,A_PublicPower,pm25,50.38,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AL,2010,2010,B_Industry,pm25,1364.2,3,eu,2,sec02,Industry,EMEP_unprocessed
AL,2010,2010,C_OtherStationaryComb,pm25,5133.32,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AL,2010,2010,D_Fugitive,pm25,100.47,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AL,2010,2010,E_Solvents,pm25,396.94,6,eu,5,sec05,Solvents,EMEP_unprocessed
AL,2010,2010,F_RoadTransport,pm25,965.889999999999,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AL,2010,2010,G_Shipping,pm25,51.46,8,eu,7,sec07,Shipping,EMEP_unprocessed
AL,2010,2010,H_Aviation,pm25,0.26,8,eu,8,sec08,Aviation,EMEP_unprocessed
AL,2010,2010,I_Offroad,pm25,159.63,8,eu,9,sec09,Offroad,EMEP_unprocessed
AL,2010,2010,J_Waste,pm25,1315.06,9,eu,10,sec10,Waste,EMEP_unprocessed
AL,2010,2010,K_AgriLivestock,pm25,126.21,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AL,2010,2010,L_AgriOther,pm25,644.46,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AM,2010,2010,A_PublicPower,pm25,7.92,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AM,2010,2010,B_Industry,pm25,874.100000000001,3,eu,2,sec02,Industry,EMEP_unprocessed
AM,2010,2010,C_OtherStationaryComb,pm25,6224.31,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AM,2010,2010,D_Fugitive,pm25,0.11,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AM,2010,2010,E_Solvents,pm25,394.61,6,eu,5,sec05,Solvents,EMEP_unprocessed
AM,2010,2010,F_RoadTransport,pm25,505.08,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AM,2010,2010,H_Aviation,pm25,0.66,8,eu,8,sec08,Aviation,EMEP_unprocessed
AM,2010,2010,J_Waste,pm25,671.39,9,eu,10,sec10,Waste,EMEP_unprocessed
AM,2010,2010,K_AgriLivestock,pm25,100.59,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AM,2010,2010,L_AgriOther,pm25,1332.36,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AST,2010,2010,A_PublicPower,pm25,55782.2652427828,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AST,2010,2010,B_Industry,pm25,77343.6754965294,3,eu,2,sec02,Industry,EMEP_unprocessed
AST,2010,2010,C_OtherStationaryComb,pm25,646147.333541511,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AST,2010,2010,D_Fugitive,pm25,374.404334406172,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AST,2010,2010,E_Solvents,pm25,3982.20800275357,6,eu,5,sec05,Solvents,EMEP_unprocessed
AST,2010,2010,F_RoadTransport,pm25,54382.4889971304,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AST,2010,2010,G_Shipping,pm25,1278.52041125953,8,eu,7,sec07,Shipping,EMEP_unprocessed
AST,2010,2010,H_Aviation,pm25,53.2845240414387,8,eu,8,sec08,Aviation,EMEP_unprocessed
AST,2010,2010,I_Offroad,pm25,12859.9737233284,8,eu,9,sec09,Offroad,EMEP_unprocessed
AST,2010,2010,J_Waste,pm25,1592.55510003192,9,eu,10,sec10,Waste,EMEP_unprocessed
AST,2010,2010,K_AgriLivestock,pm25,12555.823724169,10,eu,11,sec11,AgriLivestock,EMEP_unprocessed
AST,2010,2010,L_AgriOther,pm25,105793.306928368,10,eu,12,sec12,AgriOther,EMEP_unprocessed
AT,2010,2010,A_PublicPower,pm25,1008.9340729396,1,eu,1,sec01,PublicPower,EMEP_unprocessed
AT,2010,2010,B_Industry,pm25,2798.36197480644,3,eu,2,sec02,Industry,EMEP_unprocessed
AT,2010,2010,C_OtherStationaryComb,pm25,8067.63998512519,2,eu,3,sec03,OtherStationaryComb,EMEP_unprocessed
AT,2010,2010,D_Fugitive,pm25,69.638338109,5,eu,4,sec04,Fugitive,EMEP_unprocessed
AT,2010,2010,E_Solvents,pm25,484.739724268336,6,eu,5,sec05,Solvents,EMEP_unprocessed
AT,2010,2010,F_RoadTransport,pm25,5702.77547897743,7,eu,6,sec06,RoadTransport,EMEP_unprocessed
AT,2010,2010,G_Shipping,pm25,75.7611141813239,8,eu,7,sec07,Shipping,EMEP_unprocessed
AT,2010,2010,H_Aviation,pm25,101.931169860689,8,eu,8,sec08,Aviation,EMEP_unprocessed
