iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec01,A_PublicPower,50.38,50.38,50.38,50.38,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec02,B_Industry,1364.2,1364.2,1364.2,1364.2,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,5133.32,5133.32,5133.32,5133.32,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec04,D_Fugitive,100.47,100.47,100.47,100.47,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec05,E_Solvents,396.94,396.94,396.94,396.94,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec06,F_RoadTransport,965.89,965.889999999999,965.89,965.89,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec07,G_Shipping,51.4600000000001,51.46,51.4600000000001,51.4600000000001,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec08,H_Aviation,0.26,0.26,0.26,0.26,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec09,I_Offroad,159.63,159.63,159.63,159.63,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec10,J_Waste,1315.06,1315.06,1315.06,1315.06,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec11,K_AgriLivestock,126.21,126.21,126.21,126.21,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec12,L_AgriOther,644.460000000001,644.460000000001,644.460000000001,644.460000000001,1
AL,1,pm25,NetCDF_input,2010,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec01,A_PublicPower,7.92,7.92,7.92,7.92,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec02,B_Industry,874.100000000001,874.100000000001,874.100000000001,874.100000000001,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,6224.31,6224.31,6224.31,6224.31,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec04,D_Fugitive,0.11,0.11,0.11,0.11,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec05,E_Solvents,394.61,394.61,394.61,394.61,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec06,F_RoadTransport,505.08,505.08,505.08,505.08,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec07,G_Shipping,0,0,0,0,
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec08,H_Aviation,0.66,0.66,0.66,0.66,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,0,
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec10,J_Waste,671.39,671.39,671.39,671.39,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec11,K_AgriLivestock,100.59,100.59,100.59,100.59,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec12,L_AgriOther,1332.36,1332.36,1332.36,1332.36,1
AM,56,pm25,NetCDF_input,2010,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec01,A_PublicPower,55782.2652427828,55782.2652427828,55782.2652427828,55782.2652427828,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec02,B_Industry,77343.675496529,77343.6754965293,77343.675496529,77343.675496529,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,646147.333541508,646147.333541512,646147.333541508,646147.333541508,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec04,D_Fugitive,374.404334406172,374.404334406172,374.404334406172,374.404334406172,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec05,E_Solvents,3982.20800275357,3982.20800275358,3982.20800275357,3982.20800275357,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec06,F_RoadTransport,54382.4889971302,54382.4889971302,54382.4889971302,54382.4889971302,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec07,G_Shipping,1278.52041125953,1278.52041125953,1278.52041125953,1278.52041125953,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec08,H_Aviation,53.2845240414387,53.2845240414387,53.2845240414387,53.2845240414387,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec09,I_Offroad,12859.9737233284,12859.9737233284,12859.9737233284,12859.9737233284,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec10,J_Waste,1592.55510003192,1592.55510003192,1592.55510003192,1592.55510003192,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec11,K_AgriLivestock,12555.823724169,12555.823724169,12555.823724169,12555.823724169,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec12,L_AgriOther,105793.306928368,105793.306928367,105793.306928368,105793.306928368,1
AST,96,pm25,NetCDF_input,2010,2024,allISO,annual,sec13,M_Other,0,0,0,0,
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec01,A_PublicPower,1008.9340729396,1008.9340729396,1008.9340729396,1008.9340729396,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec02,B_Industry,2798.36197480644,2798.36197480643,2798.36197480644,2798.36197480644,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,8067.6399851252,8067.6399851252,8067.6399851252,8067.6399851252,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec04,D_Fugitive,69.638338109,69.638338109,69.638338109,69.638338109,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec05,E_Solvents,484.739724268336,484.739724268337,484.739724268336,484.739724268336,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec06,F_RoadTransport,5702.77547897743,5702.77547897743,5702.77547897743,5702.77547897743,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec07,G_Shipping,75.7611141813239,75.7611141813239,75.7611141813239,75.7611141813239,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec08,H_Aviation,101.931169860689,101.931169860689,101.931169860689,101.931169860689,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec09,I_Offroad,1775.37792697912,1775.37792697912,1775.37792697912,1775.37792697912,1
AT,2,pm25,NetCDF_input,2010,2024,allISO,annual,sec10,J_Waste,297.250378027328,297.250378027328,297.250378027328,297.250378027328,1
