Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2010,nh3,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,nh3_AL_sector=1,0.31,0.00031
2010,nh3,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,nh3_AL_sector=2,1.58,0.00158
2010,nh3,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,nh3_AL_sector=3,72.35,0.07235
2010,nh3,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,nh3_AL_sector=4,0.29,0.00029
2010,nh3,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,nh3_AL_sector=5,0,0
2010,nh3,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,nh3_AL_sector=6,98.7999999999998,0.0987999999999998
2010,nh3,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,nh3_AL_sector=7,0.3,3e-04
2010,nh3,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,nh3_AL_sector=8,0,0
2010,nh3,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,nh3_AL_sector=9,0.42,0.00042
2010,nh3,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,nh3_AL_sector=10,0,0
2010,nh3,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,nh3_AL_sector=11,6025.67,6.02567
2010,nh3,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,nh3_AL_sector=12,8864.44,8.86444
2010,nh3,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,nh3_AL_sector=13,430.3,0.4303
2010,nh3,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,nh3_AM_sector=1,0.529999999999999,0.000529999999999999
2010,nh3,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,nh3_AM_sector=2,36.3300000000001,0.0363300000000001
2010,nh3,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,nh3_AM_sector=3,80.52,0.08052
2010,nh3,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,nh3_AM_sector=4,0,0
2010,nh3,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,nh3_AM_sector=5,0,0
2010,nh3,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,nh3_AM_sector=6,107.7,0.1077
2010,nh3,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,nh3_AM_sector=7,0,0
2010,nh3,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,nh3_AM_sector=8,0,0
2010,nh3,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,nh3_AM_sector=9,0,0
2010,nh3,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AM,nh3_AM_sector=10,0,0
