Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2010,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,co_AL_sector=1,154.6,0.1546
2010,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,co_AL_sector=2,1115.07,1.11507
2010,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,co_AL_sector=3,25176.69,25.17669
2010,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,co_AL_sector=4,285.65,0.28565
2010,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,co_AL_sector=5,1349.29,1.34929
2010,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,co_AL_sector=6,27598.9,27.5989
2010,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,co_AL_sector=7,251.88,0.25188
2010,co,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,co_AL_sector=8,0,0
2010,co,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,co_AL_sector=9,533.51,0.53351
2010,co,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,co_AL_sector=10,6319.51,6.31951
2010,co,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,co_AL_sector=11,0,0
2010,co,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,co_AL_sector=12,4858.08,4.85808
2010,co,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,co_AL_sector=13,0,0
2010,co,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,co_AM_sector=1,912.809999999999,0.912809999999999
2010,co,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,co_AM_sector=2,761.739999999999,0.761739999999999
2010,co,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,co_AM_sector=3,35453.47,35.45347
2010,co,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,co_AM_sector=4,0,0
2010,co,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,co_AM_sector=5,1341.35,1.34135
2010,co,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,co_AM_sector=6,68208.8499999999,68.2088499999999
2010,co,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,co_AM_sector=7,0,0
