iso_char,iso_code,Pollutant,Data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,154.600003242493,154.600003242493,154.600003242493,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,1115.06997680664,1115.06997680664,1115.06997680664,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,25176.6900165677,25176.6900165677,25176.6900165677,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,285.649998426437,285.649998426437,285.649998426437,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,1349.29000112094,1349.29000112094,1349.29000112094,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,27598.9000205034,27598.9000205034,27598.9000205034,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,251.88000374008,251.88000374008,251.88000374008,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,533.510001843497,533.510001843497,533.510001843497,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,6319.50998201594,6319.50998201594,6319.50998201594,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,4858.07983398438,4858.07983398438,4858.07983398438,1
AL,1,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,912.810019549284,912.810019549284,912.810019549284,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,761.740001187724,761.740001187724,761.740001187724,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,35453.4699961648,35453.4699961648,35453.4699961648,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,1341.34999510851,1341.34999510851,1341.34999510851,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,68208.8501562028,68208.8501562028,68208.8501562028,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,3226.34998321533,3226.34998321533,3226.34998321533,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,11352.0500026635,11352.0500026635,11352.0500026635,1
AM,56,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,279324.918581715,279324.918581715,279324.918581715,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,438517.862654992,438517.862654992,438517.862654992,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,7285968.53761356,7285968.53761356,7285968.53761356,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,131456.664719455,131456.664719455,131456.664719455,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,463.045311836908,463.045311836908,463.045311836908,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,1694126.06658221,1694126.06658221,1694126.06658221,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,2927.20956246986,2927.20956246986,2927.20956246986,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,2892.1698653877,2892.1698653877,2892.1698653877,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,50545.7918266318,50545.7918266318,50545.7918266318,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,125.320616272587,125.320616272587,125.320616272587,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,1174517.04988081,1174517.04988081,1174517.04988081,1
AST,96,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,4370.49699292331,4370.49699292331,4370.49699292331,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,142814.430750365,142814.430750365,142814.430750365,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,282195.317499604,282195.317499604,282195.317499604,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,838.166542020889,838.166542020889,838.166542020889,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,97205.4936912088,97205.4936912088,97205.4936912088,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,2705.43971157074,2705.43971157074,2705.43971157074,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,5016.051668562,5016.051668562,5016.051668562,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,38477.3321489076,38477.3321489076,38477.3321489076,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,5148.19073618422,5148.19073618422,5148.19073618422,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,581.325108757901,581.325108757901,581.325108757901,1
AT,2,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,44068.8062298445,44068.8062298445,44068.8062298445,1
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
ATL,32,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,5494.82012939453,5494.82012939453,5494.82012939453,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,12060.7699006796,12060.7699006796,12060.7699006796,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,15840.8999798894,15840.8999798894,15840.8999798894,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,2453.30996918818,2453.30996918818,2453.30996918818,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,3878.18001676723,3878.18001676723,3878.18001676723,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,341705.139511662,341705.139511662,341705.139511662,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,298.199998233467,298.199998233467,298.199998233467,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,8793.03000306007,8793.03000306007,8793.03000306007,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,6387.3899933697,6387.3899933697,6387.3899933697,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,25735.9500210092,25735.9500210092,25735.9500210092,1
AZ,69,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,2138.12997722626,2138.12997722626,2138.12997722626,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,27146.2696300596,27146.2696300596,27146.2696300596,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,161332.07970345,161332.07970345,161332.07970345,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,1647.4199991934,1647.4199991934,1647.4199991934,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,45441.1300188736,45441.1300188736,45441.1300188736,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,9772.41002692469,9772.41002692469,9772.41002692469,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,12214.8701480627,12214.8701480627,12214.8701480627,1
BA,50,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,19720.418958108,19720.418958108,19720.418958108,1
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
BAS,30,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,2723.87052181177,2723.87052181177,2723.87052181177,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,261864.118148431,261864.118148431,261864.118148431,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,99064.2800628971,99064.2800628971,99064.2800628971,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,878.470936775208,878.470936775208,878.470936775208,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,1306.77266046405,1306.77266046405,1306.77266046405,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,95373.4049844305,95373.4049844305,95373.4049844305,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,1418.02421596978,1418.02421596978,1418.02421596978,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,2325.87942856178,2325.87942856178,2325.87942856178,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,29461.0222408115,29461.0222408115,29461.0222408115,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,1888.26010991633,1888.26010991633,1888.26010991633,1
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
BE,3,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,3783.48624664429,3783.48624664429,3783.48624664429,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,17478.7949077728,17478.7949077728,17478.7949077728,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,162918.551257428,162918.551257428,162918.551257428,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,558.455347061157,558.455347061157,558.455347061157,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,577.391149029136,577.391149029136,577.391149029136,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,102352.52816732,102352.52816732,102352.52816732,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,183.702698111534,183.702698111534,183.702698111534,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,160.639744222164,160.639744222164,160.639744222164,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,9663.89576931263,9663.89576931263,9663.89576931263,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,2.53458824800958,2.53458824800958,2.53458824800958,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,24.2340302311189,24.2340302311189,24.2340302311189,1
BG,4,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec05,E_Solvents,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec06,F_RoadTransport,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec07,G_Shipping,6473.29024623416,6473.29024623416,6473.29024623416,1
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec08,H_Aviation,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec09,I_Offroad,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec10,J_Waste,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
BLS,34,co,NetCDF_output,2010,2024,allISO,annual,sec13,M_Other,0,0,0,
BY,39,co,NetCDF_output,2010,2024,allISO,annual,sec01,A_PublicPower,12639.9100233912,12639.9100233912,12639.9100233912,1
BY,39,co,NetCDF_output,2010,2024,allISO,annual,sec02,B_Industry,11640.5899594644,11640.5899594644,11640.5899594644,1
BY,39,co,NetCDF_output,2010,2024,allISO,annual,sec03,C_OtherStationaryComb,113424.629906341,113424.629906341,113424.629906341,1
