Year,Pollutant,Region,GNFR,SNAP,EMEP_Sector,sec_long,long_name,Data_source,ISO,layer_name,t1,ann_emis_kt
2010,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AL,sox_AL_sector=1,273.55,0.27355
2010,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AL,sox_AL_sector=2,4136.71,4.13671
2010,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AL,sox_AL_sector=3,1252.95,1.25295
2010,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AL,sox_AL_sector=4,0.57,0.00057
2010,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AL,sox_AL_sector=5,0,0
2010,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AL,sox_AL_sector=6,535.17,0.53517
2010,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AL,sox_AL_sector=7,338.59,0.33859
2010,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AL,sox_AL_sector=8,1.46,0.00146
2010,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AL,sox_AL_sector=9,130.71,0.13071
2010,sox,eu,J_Waste,9,10,sec10,Waste,EMEP_processed,AL,sox_AL_sector=10,33.85,0.03385
2010,sox,eu,K_AgriLivestock,10,11,sec11,AgriLivestock,EMEP_processed,AL,sox_AL_sector=11,0,0
2010,sox,eu,L_AgriOther,10,12,sec12,AgriOther,EMEP_processed,AL,sox_AL_sector=12,18.8500000000001,0.0188500000000001
2010,sox,eu,M_Other,11,13,sec13,Other,EMEP_processed,AL,sox_AL_sector=13,0,0
2010,sox,eu,A_PublicPower,1,1,sec01,PublicPower,EMEP_processed,AM,sox_AM_sector=1,14.73,0.01473
2010,sox,eu,B_Industry,3,2,sec02,Industry,EMEP_processed,AM,sox_AM_sector=2,831.049999999999,0.831049999999999
2010,sox,eu,C_OtherStationaryComb,2,3,sec03,OtherStationaryComb,EMEP_processed,AM,sox_AM_sector=3,1234.3,1.2343
2010,sox,eu,D_Fugitive,5,4,sec04,Fugitive,EMEP_processed,AM,sox_AM_sector=4,0,0
2010,sox,eu,E_Solvents,6,5,sec05,Solvents,EMEP_processed,AM,sox_AM_sector=5,0,0
2010,sox,eu,F_RoadTransport,7,6,sec06,RoadTransport,EMEP_processed,AM,sox_AM_sector=6,361.559999999999,0.361559999999999
2010,sox,eu,G_Shipping,8,7,sec07,Shipping,EMEP_processed,AM,sox_AM_sector=7,0,0
2010,sox,eu,H_Aviation,8,8,sec08,Aviation,EMEP_processed,AM,sox_AM_sector=8,4.2,0.0042
2010,sox,eu,I_Offroad,8,9,sec09,Offroad,EMEP_processed,AM,sox_AM_sector=9,0,0
