Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,terrestrial,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,377.995619180686,33.4917006484332,32.7425050734763,31.500076779421,29.5149973330298,28.525173582116,28.3623860359833,27.9326174284482,30.3530423395808,29.7261536386202,29.3019471764938,38.5246432888166,38.020375856289,377.995619180708,0.99999999999994
uk,sea,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0.00819181262723376,0.000725822529038964,0.00070958617745232,0.000682660627865961,0.000639640555542813,0.000618189379153329,0.00061466149415072,0.000605347672171486,0.000657802426523563,0.000644216674425279,0.000635023393665797,0.000834895018193654,0.000823966679049871,0.00819181262723376,1
uk,outwith,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,149.07689836514,13.7484298831458,13.4388867238247,12.5185863098294,10.9644646356221,10.2574947711624,10.2602341610877,9.92704989395996,11.4619354609924,11.0534411041805,10.9916660452222,17.5104216306813,16.9442877454316,149.07689836514,1
ie,sea,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,outwith,pmco,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,month,37518.2351046345,2930.18311199393,3038.98513611336,3248.04995318447,3102.25566905115,3032.13342427049,3227.59827352982,3086.37977151329,3044.31072717241,3200.81803955192,3318.0009934303,3240.47839888142,3049.04160594203,37518.2351046346,1
uk,sea,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,month,10.365785761717,0.809570340844178,0.839630882586521,0.897392690891962,0.857111683259427,0.837737846390513,0.89174216577595,0.852725385444696,0.841102272054035,0.884343145878308,0.916719226241384,0.89530077186725,0.842409350482795,10.365785761717,1
uk,outwith,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,pmco,masked,2022,2024,sec02,B_Industry,3,Industry,month,6891.2244595116,572.641294198012,577.304177408788,589.248348788728,582.226031144023,574.490481111876,578.12245478273,567.255209695638,556.157963654054,565.567166583785,581.488659059331,574.938886258426,571.783786826263,6891.22445951166,0.999999999999992
