Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,terrestrial,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1973.64393784647,172.101630348215,164.438330715724,161.943704210214,156.700477884846,151.797092324042,148.671371064302,147.197709588929,158.52908365642,153.964885476414,153.513968561961,204.088141902199,200.697542113351,1973.64393784662,0.999999999999926
uk,sea,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0.0427465295173754,0.00372749475252109,0.00356151777072678,0.0035074874446343,0.00339392606479958,0.00328772518854725,0.00322002618087378,0.00318810861329837,0.00343353125856904,0.00333467673446589,0.00332491046770197,0.00442028048457799,0.0043468445566594,0.0427465295173754,1
uk,outwith,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,435.587153530186,39.229313633111,36.4322592812063,35.5862469389369,33.0964795098724,31.2568291349541,30.4876541028618,29.052447358542,33.76770900975,32.6265864559205,32.188624518618,51.6068043288437,50.2561992575695,435.587153530186,1
ie,sea,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,outwith,pm25,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,15586.2737224207,1215.85961970461,1260.16466821419,1349.51382847634,1287.00546281509,1257.60834617058,1342.90809232698,1283.11426737752,1266.85361092161,1332.49840262345,1378.63391204058,1345.65164180349,1266.46186994597,15586.2737224204,1.00000000000002
uk,sea,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,2.95531572562011,0.230539326990695,0.238940013961587,0.255881521797024,0.244029301098776,0.238455309350995,0.254629007163365,0.243291490941388,0.240208305403335,0.252655224319083,0.261402985260418,0.255149211995931,0.240134027337512,2.95531572562011,1
uk,outwith,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,2345.84874965363,189.850746533185,194.926887326119,202.641756955688,196.938494774486,193.623308209688,199.502136483864,192.686674265136,189.210178331908,195.554664703254,201.601869578289,197.556040723923,191.755991768052,2345.84874965359,1.00000000000002
ie,sea,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.0208775836243154,0.00168963358676491,0.00173481022226157,0.00180347101544603,0.00175271312530629,0.00172320862944013,0.00177552902261346,0.00171487277509072,0.00168393265818158,0.00174039731507413,0.00179421622624244,0.0017582091604633,0.00170658988743082,0.0208775836243154,1
ie,outwith,pm25,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.000260938820251964,2.11179130076644e-05,2.16825539250032e-05,2.25407119711407e-05,2.19063136513986e-05,2.15375512274523e-05,2.21914785169049e-05,2.1433365415585e-05,2.10466598585622e-05,2.17523842958631e-05,2.2425040836975e-05,2.19750059366621e-05,2.13298416087523e-05,0.000260938820251964,1
