Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pm25,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,month,621.523892684621,,621.523892684621,1973.6866843761,1973.68668437599
ie,all,pm25,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,month,240.696674855659,,240.696674855659,435.587153530186,435.587153530186
uk,all,pm25,inventory,2022,2024,sec02,B_Industry,3,Industry,month,9194.39764090239,,9194.39764090239,15589.2290381461,15589.2290381463
ie,all,pm25,inventory,2022,2024,sec02,B_Industry,3,Industry,month,1921.5939271654,,1921.5939271654,2345.86988817603,2345.86988817607
uk,all,pm25,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,20580.0549246231,,20580.0549246231,20666.9433355175,20666.9433355179
ie,all,pm25,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,6695.7070131136,,6695.7070131136,5269.61242397168,5269.61242397168
uk,all,pm25,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,month,4.72382468730211,,4.72382468730211,4.7238250042808,4.7238250042808
ie,all,pm25,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,month,12.8610413819551,,12.8610413819551,1.53376145695631,1.53376145695631
uk,all,pm25,inventory,2022,2024,sec05,E_Solvents,6,Solvents,month,1651.26590680525,,1651.26590680525,1761.68271501379,1761.68271501376
ie,all,pm25,inventory,2022,2024,sec05,E_Solvents,6,Solvents,month,121.167985194379,,121.167985194379,126.74192348158,126.741923481581
uk,all,pm25,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,11589.4431675674,,11589.4431675674,17872.515433114,17872.5154331139
ie,all,pm25,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,1432.85420623711,,1432.85420623711,1262.51182666388,1262.51182666388
uk,all,pm25,inventory,2022,2024,sec07,G_Shipping,8,Shipping,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec07,G_Shipping,8,Shipping,month,120.957296894793,,120.957296894793,82.7228057636003,82.7228057635997
uk,all,pm25,inventory,2022,2024,sec08,H_Aviation,8,Aviation,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec08,H_Aviation,8,Aviation,month,7.47684564110996,,7.47684564110996,9.369773123,9.36977312300004
uk,all,pm25,inventory,2022,2024,sec09,I_Offroad,8,Offroad,month,6329.05217737979,,6329.05217737979,6768.64661717634,6768.64661717632
ie,all,pm25,inventory,2022,2024,sec09,I_Offroad,8,Offroad,month,148.685714073345,,148.685714073345,155.526408357631,155.52640835764
uk,all,pm25,inventory,2022,2024,sec10,J_Waste,9,Waste,month,4727.22446584099,,4727.22446584099,4822.66532792624,4822.66532792624
ie,all,pm25,inventory,2022,2024,sec10,J_Waste,9,Waste,month,248.790694864201,,248.790694864201,242.22947087675,242.229470876751
uk,all,pm25,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,2772.41112102375,,2772.41112102375,2745.0834827031,2745.08348270311
ie,all,pm25,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,634.379510225732,,634.379510225732,788.73491004937,788.734910049372
uk,all,pm25,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,month,287.103626662048,,287.103626662048,54.30525,54.3052499999995
uk,all,pm25,inventory,2022,2024,sec13,M_Other,11,Other,month,1703.36751432829,,1703.36751432829,2240.92946081069,2240.92946081063
ie,all,pm25,inventory,2022,2024,sec13,M_Other,11,Other,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec14,"",1,PublicPower_Point,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec14,"",1,PublicPower_Point,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec15,"",1,PublicPower_Area,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec15,"",1,PublicPower_Area,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,,,,0,0
uk,all,pm25,inventory,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,,,,0,0
ie,all,pm25,inventory,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,,,,0,0
