Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
sea,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,2159.02898583108,153.753321481618,158.308949531504,167.191699321119,180.695623543381,193.681491929004,202.717892757057,204.062603074427,193.730237100082,186.237007991798,184.799398950586,173.843954681215,160.006805469287,2159.02898583108,1
ow,co,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,11015.7313654784,784.425271653857,807.67163873926,852.992839583785,921.933293273436,988.249681953921,1034.39787741862,1041.26712392906,988.500221621399,950.209589149565,942.842387702225,886.920765631147,816.320674822144,11015.7313654784,1
uk,co,grouped,2022,2024,sec10,J_Waste,9,Waste,month,25874.2627452774,2156.17958494554,2156.17793642478,2156.17871090789,2156.18261340955,2156.18870469926,2156.19505562356,2156.19863275768,2156.19915076961,2156.19713449519,2156.19346503725,2156.18839499074,2156.18336121636,25874.2627452774,1
ie,co,grouped,2022,2024,sec10,J_Waste,9,Waste,month,147.84096924891,12.3200881241453,12.3200855341091,12.3200824890139,12.3200781997651,12.3200748629322,12.3200734639366,12.3200732828345,12.3200745436519,12.3200781496467,12.3200833480945,12.3200879312347,12.3200893195462,147.84096924891,1
sea,co,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.346328024255843,0.0288605485283346,0.0288605264628196,0.0288605368293075,0.0288605890644454,0.0288606705965972,0.0288607556039695,0.0288608034840496,0.0288608104176601,0.0288607834297465,0.0288607343139082,0.0288606664511366,0.0288605990738677,0.346328024255843,1
ow,co,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.000120145674696186,1.0012145533893e-05,1.00121434290529e-05,1.00121409544001e-05,1.00121374686635e-05,1.00121347569253e-05,1.00121336200052e-05,1.00121334728299e-05,1.00121344974559e-05,1.00121374279338e-05,1.00121416525478e-05,1.00121453771206e-05,1.00121465053576e-05,0.000120145674696186,1
uk,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec13,M_Other,11,Other,month,53114.5438633841,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,4426.21198861534,53114.5438633841,1
ie,co,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec13,M_Other,11,Other,month,0.475849084638156,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.039654090386513,0.475849084638156,1
ow,co,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,co,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,co,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,co,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,co,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
