Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,t,emis_t_ncfile
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1,7430.92065324651
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,2,7410.48238277141
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,3,7026.1117741442
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,4,6465.57159039132
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,5,6230.70987192492
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,6,6274.54298647618
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,7,6241.6450060879
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,8,6518.2630995244
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,9,6452.68395726447
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,10,6554.08521093152
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,11,7982.93405733013
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,12,7956.76918584526
uk,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,1,82544.7197759369
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1,713.510226561688
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,2,710.936490064254
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,3,651.614839097718
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,4,557.891092980281
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,5,512.527184493607
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,6,513.071614398621
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,7,507.971858335892
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,8,571.02211342426
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,9,561.065192313632
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,10,562.820689796936
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,11,808.302632146515
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,12,805.568121880759
ie,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,1,7476.30205549416
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1,3.32667942970488e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,2,3.31752955062825e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,3,3.1454543432119e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,4,2.8945113026424e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,5,2.7893682350566e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,6,2.80899146254399e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,7,2.79426370397573e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,8,2.91810023256289e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,9,2.88874174714238e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,10,2.93413712526558e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,11,3.57380516646799e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,12,3.56209161012089e-06
sea,nox,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,1,3.69536739093235e-05
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,1,6740.40729007913
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,2,6957.67245135528
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,3,7372.56981750948
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,4,7057.96457419719
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,5,6899.58270113744
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,6,7286.21350867506
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,7,6987.29983191874
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,8,6899.28239830819
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,9,7204.85119116751
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,10,7428.65961372899
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,11,7297.13569064765
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,12,6954.90366995905
uk,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,annual,1,85086.5427386844
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,1,696.461034590226
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,2,709.010906911462
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,3,732.108445397689
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,4,713.77247880731
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,5,705.757037285673
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,6,729.194810499514
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,7,711.276410571431
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,8,705.712777130693
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,9,724.406013340941
ie,nox,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,10,737.430960622004
