Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,terrestrial,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,339.230597978879,28.8592319647747,26.9189287901286,27.985835073532,27.7097957423107,26.4362201769749,25.6688622739412,25.2929638666227,28.4737587825713,28.9699775601735,27.5955512631341,32.6110395272846,32.7084329574308,339.230597978879,1
uk,sea,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,outwith,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sea,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,outwith,nh3,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,2431.63278260862,194.85865278512,200.512412440549,213.827308994459,201.394009987036,194.497759527271,207.387153584719,196.939741786418,193.464636133087,204.179752649266,213.039229225854,210.191419921558,201.340705573307,2431.63278260865,0.999999999999988
uk,sea,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.00137999343572126,0.000110585637625953,0.000113794243492534,0.000121350676344202,0.000114294565266359,0.000110380824493648,0.000117695777358625,0.000111766691435347,0.000109794509194538,0.000115875522150552,0.000120903427518116,0.000119287246746814,0.000114264314094568,0.00137999343572126,1
uk,outwith,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,107.977622712616,8.48599919412705,8.7423060310646,9.37397779886053,9.06098337989008,8.78830291039403,9.18330853795311,8.91863832612865,8.80674182129714,9.12909673226729,9.41969504297314,9.25793759714268,8.81063534051805,107.977622712616,0.999999999999996
ie,sea,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.00237437256550273,0.000186602771678352,0.000192238827619269,0.000206128965947734,0.000199246379140493,0.000193250275414049,0.000201936246652661,0.000196116284385716,0.000193655737611551,0.000200744156838927,0.000207134264707462,0.000203577301403428,0.000193741354103089,0.00237437256550273,1
ie,outwith,nh3,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,615.277131238898,99.5493440597379,96.4543006637143,83.2354042416417,60.5499269199722,34.3480613928857,11.388534780853,2.86752383200228,3.17556611842234,14.6993461284895,40.3214489808332,74.8245298624017,93.8631442579457,615.277131238899,0.999999999999998
uk,sea,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0.000588867918532945,9.52764405687246e-05,9.23142440724634e-05,7.96627353032461e-05,5.79509746459934e-05,3.28737578420044e-05,1.08997107661669e-05,2.74444263334584e-06,3.03926298471995e-06,1.40684139211375e-05,3.85907528949851e-05,7.16128764066966e-05,8.98343064934614e-05,0.000588867918532945,1
uk,outwith,nh3,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
