Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,co,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1034.52585832974,67028.0702322475,68062.5960905771,57757.4139116735,57757.4139116747
ie,all,co,inventory,2022,2024,sec01,A_PublicPower,1,PublicPower,month,6101.01103292778,,6101.01103292778,11632.404245428,11632.404245428
uk,all,co,inventory,2022,2024,sec02,B_Industry,3,Industry,month,41578.7474326799,190361.297021487,231940.044454167,225580.451750605,225580.451750603
ie,all,co,inventory,2022,2024,sec02,B_Industry,3,Industry,month,8889.1732665101,,8889.1732665101,8468.3678126558,8468.36781265579
uk,all,co,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,248731.579432397,1248.99960619268,249980.57903859,250299.33399792,250299.333997924
ie,all,co,inventory,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,21182.4585234937,,21182.4585234937,63826.4119203936,63826.411920393
uk,all,co,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,month,56.4546034695741,,56.4546034695741,58.4899999999998,58.4899999999999
ie,all,co,inventory,2022,2024,sec04,D_Fugitive,5,Fugitive,month,,,,0,0
uk,all,co,inventory,2022,2024,sec05,E_Solvents,6,Solvents,month,1769.75964347338,,1769.75964347338,1769.75969987057,1769.75969987059
ie,all,co,inventory,2022,2024,sec05,E_Solvents,6,Solvents,month,196.512973799559,,196.512973799559,159.10379433305,159.103794333049
uk,all,co,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,207842.097289476,,207842.097289476,207840.544448718,207840.544448724
ie,all,co,inventory,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,28065.5556553321,,28065.5556553321,17325.002715624,17325.0027156239
uk,all,co,inventory,2022,2024,sec07,G_Shipping,8,Shipping,month,,,,0,0
ie,all,co,inventory,2022,2024,sec07,G_Shipping,8,Shipping,month,639.345700192911,,639.345700192911,366.031104649197,366.031104649175
uk,all,co,inventory,2022,2024,sec08,H_Aviation,8,Aviation,month,,,,0,0
ie,all,co,inventory,2022,2024,sec08,H_Aviation,8,Aviation,month,1437.77815610332,,1437.77815610332,971.314570968,971.314570968001
uk,all,co,inventory,2022,2024,sec09,I_Offroad,8,Offroad,month,467402.135201224,,467402.135201224,466483.830542932,466483.830542921
ie,all,co,inventory,2022,2024,sec09,I_Offroad,8,Offroad,month,1599.01747498554,,1599.01747498554,2008.25806648648,2008.25806648648
uk,all,co,inventory,2022,2024,sec10,J_Waste,9,Waste,month,20009.6389960723,75.50322,20085.1422160723,25874.6090733015,25874.6090733014
ie,all,co,inventory,2022,2024,sec10,J_Waste,9,Waste,month,89.8401293364996,,89.8401293364996,147.841089394585,147.841089394587
uk,all,co,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,,,,0,0
ie,all,co,inventory,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,,,,0,0
uk,all,co,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,month,,,,0,0
ie,all,co,inventory,2022,2024,sec12,L_AgriOther,10,AgriOther,month,,,,0,0
uk,all,co,inventory,2022,2024,sec13,M_Other,11,Other,month,55764.0620110881,,55764.0620110881,53115.0197124698,53115.0197124685
ie,all,co,inventory,2022,2024,sec13,M_Other,11,Other,month,,,,0,0
uk,all,co,inventory,2022,2024,sec14,"",1,PublicPower_Point,month,,,,0,0
ie,all,co,inventory,2022,2024,sec14,"",1,PublicPower_Point,month,,,,0,0
uk,all,co,inventory,2022,2024,sec15,"",1,PublicPower_Area,month,,,,0,0
ie,all,co,inventory,2022,2024,sec15,"",1,PublicPower_Area,month,,,,0,0
uk,all,co,inventory,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,,,,0,0
ie,all,co,inventory,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,,,,0,0
uk,all,co,inventory,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,,,,0,0
ie,all,co,inventory,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,,,,0,0
uk,all,co,inventory,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,,,,0,0
ie,all,co,inventory,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,,,,0,0
uk,all,co,inventory,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,,,,0,0
ie,all,co,inventory,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,,,,0,0
