Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
ow,nh3,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,33.3662874014428,2.38046081572202,2.50037488300217,2.67197150387256,2.90572224837334,3.17720987325431,3.34945715179728,3.18825999939028,2.92742088420457,2.76766972521739,2.66301842818739,2.47154012166172,2.36318176675974,33.3662874014428,1
uk,nh3,grouped,2022,2024,sec10,J_Waste,9,Waste,month,6861.14391196711,571.76184405356,571.761804539759,571.761804077121,571.761881755056,571.762014046041,571.762139242925,571.762189587011,571.762181603282,571.762129321855,571.762052872565,571.761970242002,571.761900625933,6861.14391196711,1
ie,nh3,grouped,2022,2024,sec10,J_Waste,9,Waste,month,117.960142305153,9.83000278010679,9.82998851669082,9.82998233937519,9.8299840713881,9.82999289102068,9.83000585412559,9.83001845462601,9.83003006871665,9.83003909791811,9.83004223967804,9.83003555840523,9.83002043310143,117.960142305153,1
sea,nh3,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.307665336306162,0.0256387713615715,0.0256387695897067,0.0256387695689614,0.0256387730521717,0.0256387789843237,0.0256387845983646,0.0256387868558791,0.0256387864978755,0.0256387841534867,0.0256387807253708,0.0256387770200757,0.0256387738983741,0.307665336306162,1
ow,nh3,grouped,2022,2024,sec10,J_Waste,9,Waste,month,9.82360575963187e-05,8.18633057241034e-06,8.18631869397633e-06,8.18631354956827e-06,8.18631499197172e-06,8.1863223368756e-06,8.18633313242307e-06,8.18634362599734e-06,8.18635329809877e-06,8.18636081752982e-06,8.18636343395675e-06,8.18635786985813e-06,8.18634527365254e-06,9.82360575963187e-05,1
uk,nh3,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,226558.664433994,17997.5555861086,26370.7065735427,34438.1007378021,29908.2786929501,17545.5948291897,9380.79794484292,9691.1584078878,14840.3074796718,17468.3582875512,16441.587851803,16609.186375601,15867.0316670427,226558.664433994,1
ie,nh3,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,61379.758293971,9737.70424278909,9685.84420156464,7091.60158904065,2843.81666718995,735.416536375895,1257.9816664464,1235.54090367176,621.269206406539,2537.66035086151,6756.08326847658,9314.60227185391,9562.23738929407,61379.758293971,1
sea,nh3,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,4.82311140863501,0.383142334863977,0.561394798324628,0.733138134333418,0.636704672218056,0.37352073381686,0.199703832572043,0.206310964962414,0.315929017730012,0.37187647780895,0.350017997070295,0.353585931027788,0.33778651390657,4.82311140863501,1
ow,nh3,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,66433.9977396052,1714.74786707219,5873.56884637282,11746.7359896856,12651.32719527,8089.53270738433,3642.46494422381,3857.28692746732,6855.80252937179,6751.0416590224,3163.63608200595,1317.27974852798,770.573243200966,66433.9977396052,1
sea,nh3,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec13,M_Other,11,Other,month,25287.738607136,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,2107.31155059467,25287.738607136,1
ie,nh3,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec13,M_Other,11,Other,month,298.608670717921,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,24.8840558931601,298.608670717921,1
ow,nh3,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,nh3,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
