Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
ie,sox,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,0.0600000000000001,0.00515352792872271,0.00509951950900407,0.0051294216577917,0.00512058390418384,0.00503869861119389,0.0049536148714236,0.0049013548728478,0.00475234584209467,0.00478239700315159,0.00498053260017294,0.00499302698231507,0.00509497621709823,0.0600000000000001,1
uk,sox,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,813.554229916304,67.8718161465902,67.8340205527984,67.7942455167773,67.7537858765636,67.727878516928,67.7205930376729,67.7302950182465,67.7529107607401,67.786963441278,67.8281358371965,67.8683376610137,67.8852475504984,813.554229916304,1
ie,sox,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,0.130820985139999,0.0109137165540471,0.0109037610559155,0.010893129156763,0.0108861039076352,0.0108858029866867,0.0108896754145647,0.0108942483969854,0.0108997093810445,0.0109066163427326,0.0109132684178591,0.0109171006953669,0.0109178528303984,0.130820985139999,1
sea,sox,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,0.000503167700441831,4.19774176071885e-05,4.19540417567332e-05,4.19294416591932e-05,4.19044181470802e-05,4.18883949416286e-05,4.18838890123258e-05,4.18898895013848e-05,4.19038769047141e-05,4.19249378350481e-05,4.19504021729065e-05,4.19752662305193e-05,4.19857246731089e-05,0.000503167700441831,1
ow,sox,grouped,2022,2024,sec05,E_Solvents,6,Solvents,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,412.689005104407,32.0891335040141,33.2058789505861,33.6168850515257,33.3013456479225,34.0353159679168,35.6873114235144,35.6263357187936,35.6184548107624,35.9195637438858,35.8191543812474,34.9094042749808,32.8602216292577,412.689005104407,1
ie,sox,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,43.2925338126077,3.36641557335879,3.48482584777118,3.52642920111908,3.49241340591014,3.57021480362069,3.74458130797845,3.73816737075809,3.73682790358276,3.7687473406008,3.75821267999055,3.6604456327106,3.44525274520657,43.2925338126077,1
sea,sox,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,5.42223163997564e-05,4.21612189403616e-06,4.36284866454155e-06,4.41684986780048e-06,4.37539182756397e-06,4.47182660151348e-06,4.68887871382208e-06,4.6808672477707e-06,4.67983179229828e-06,4.7193938442083e-06,4.70620127507482e-06,4.58667117493512e-06,4.31743349619147e-06,5.42223163997564e-05,1
ow,sox,grouped,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,26.5312847109756,1.73581486218771,2.06493052323508,2.3126501239952,2.56813400955611,2.79420523040273,2.87279250485979,2.66682390921344,2.34932039317974,2.08049598847605,1.86786799999266,1.64775712785692,1.57049203802015,26.5312847109756,1
sea,sox,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,60.9603832369378,3.98834584830953,4.74454808447275,5.3137282791802,5.90074831022392,6.42018747088939,6.60075582333207,6.12750604812706,5.39798479699495,4.78031253149026,4.29176160732463,3.78601741641254,3.60848702018046,60.9603832369378,1
ow,sox,grouped,2022,2024,sec07,G_Shipping,8,Shipping,month,31.4636595863312,2.0585165220505,2.44881737768301,2.74259000407807,3.04557035699546,3.31366999907727,3.4068672670675,3.16260748660504,2.78607756523958,2.46727658555706,2.21511937865788,1.95408816107549,1.86245888224435,31.4636595863312,1
uk,sox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,81.7651108741742,5.87912216400622,5.9621026116822,6.07849130524455,6.19799681385102,6.51406259680496,7.1493793785635,7.81302513820948,8.22201111942595,8.03075916928837,7.33231837087411,6.54590447839468,6.03993772782911,81.7651108741742,1
sea,sox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0.000397281825900902,2.8565586997187e-05,2.8968773923913e-05,2.95342854507528e-05,3.01149410159051e-05,3.16506472604668e-05,3.47375361350007e-05,3.79620703687923e-05,3.99492589832075e-05,3.90200004871884e-05,3.56264034784998e-05,3.18053611809011e-05,2.93469606190872e-05,0.000397281825900902,1
ow,sox,grouped,2022,2024,sec08,H_Aviation,8,Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,4870.36288038155,336.004185107171,379.107670748539,411.131024445181,447.547454223727,485.507215355471,503.473944376272,475.156160102419,440.925555346567,406.231222236851,361.338902336265,316.120968526077,307.818577577007,4870.36288038155,1
ie,sox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,3.27428911400819,0.226963692097715,0.25328805435658,0.271289070455414,0.293703439371764,0.321505079381313,0.329882445372184,0.284505365608948,0.226112911559367,0.256223378428211,0.320593724725482,0.267661086249784,0.222560866401429,3.27428911400819,1
sea,sox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,4081.88499122009,281.607452035749,317.732762159424,344.571729789817,375.092576508803,406.906934172797,421.964945568945,398.231406546375,369.542220472774,340.465078916427,302.841257081066,264.943615167544,257.985012800366,4081.88499122009,1
ow,sox,grouped,2022,2024,sec09,I_Offroad,8,Offroad,month,18341.2873868985,1265.35735569356,1427.6805763323,1548.27712677152,1685.41759990989,1828.37024514818,1896.03098212486,1789.38823465742,1660.47811117665,1529.82458305473,1360.76784710992,1190.48099515656,1159.21372976296,18341.2873868985,1
uk,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,773.330467232201,64.4443767954502,64.4443398191919,64.4442784674284,64.4442026949493,64.4441300364849,64.4440658699989,64.4440350113858,64.444051779292,64.444118397849,64.4442095996678,64.4442982226809,64.4443605378215,773.330467232201,1
ie,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,1.642474944,0.136871998704126,0.136871863622154,0.136872013984718,0.136872397290389,0.136872971330658,0.136873625310507,0.136873989718627,0.136873968652759,0.136873669333506,0.136873271213979,0.136872814491524,0.136872360347054,1.642474944,1
sea,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0.0319963968616289,0.00266637348820296,0.00266637195831755,0.00266636941990028,0.00266636628482882,0.0026663632785992,0.00266636062372313,0.00266635934695422,0.00266636004072292,0.0026663627970528,0.00266636657051021,0.00266637023726996,0.00266637281554683,0.0319963968616289,1
ow,sox,grouped,2022,2024,sec10,J_Waste,9,Waste,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec12,L_AgriOther,10,AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec13,M_Other,11,Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec14,"",1,PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec15,"",1,PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,sox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,sox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
