Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,sox,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,month,26166.9885271041,2586.02773485678,2663.37242387684,2344.58555493707,1984.0720883075,1853.49482250064,1847.06922562043,1827.78769066338,1975.62230808213,2018.11644662105,2043.51983783933,2469.06634604363,2554.25404775532,26166.9885271041,1
ie,sox,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1855.66713665774,229.962649653355,244.30305959768,185.695908416233,116.703145707541,91.6833718424054,93.5448768856378,91.407873979262,115.616225129365,123.7785492038,131.977936513139,207.862219059802,223.13132066952,1855.66713665774,1
sea,sox,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ow,sox,grouped,2022,2024,sec01,A_PublicPower,1,PublicPower,month,1476.75894977607,145.944941194253,150.309962473247,132.318921536677,111.973000269943,104.603747758602,104.241113071364,103.152941259626,111.496128865404,113.894326095298,115.327990702802,139.344113684845,144.151762864012,1476.75894977607,1
uk,sox,grouped,2022,2024,sec02,B_Industry,3,Industry,month,44512.5684506923,3500.71931162772,3627.57155912186,3882.4104012806,3693.27144401135,3596.15611958882,3827.14450978244,3638.65833235809,3590.3444728787,3777.5720428497,3908.16315870046,3836.27785433899,3634.27924415356,44512.5684506923,1
ie,sox,grouped,2022,2024,sec02,B_Industry,3,Industry,month,1772.08749287731,142.470797374294,145.982756677986,152.60647850783,147.408873386529,144.782496164383,150.892725410503,145.702600775126,144.178833082854,149.166590478049,152.727631859582,150.621866838825,145.545842321349,1772.08749287731,1
sea,sox,grouped,2022,2024,sec02,B_Industry,3,Industry,month,0.0608747295610139,0.00481468829339879,0.00497471187153051,0.00529241380287597,0.00505415517409791,0.00493218970113246,0.00522108893306705,0.00498356111101316,0.00492098446194572,0.00515545885962937,0.00531972278084584,0.00522802844906035,0.0049777261224168,0.0608747295610139,1
ow,sox,grouped,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,38421.2807462404,6191.25608460702,5986.22971663873,5184.91079585465,3785.87626594553,2138.6341907262,694.383091327937,189.087661780437,231.219326747761,947.098266974896,2532.33132474504,4681.04855740359,5859.20546348857,38421.2807462404,1
ie,sox,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,5578.69161460418,897.323797176594,867.169264949321,751.469556844002,548.750339975568,311.803620841747,105.643155053199,31.3326661527711,32.5441115518608,135.284175021395,368.257900322174,679.468002578441,849.645024137104,5578.69161460418,1
sea,sox,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0.143501804920495,0.0230884422982046,0.0223142801560704,0.0193355659104397,0.0141193420130025,0.00801557866339178,0.00269859425945943,0.000790783923021049,0.000841168344509435,0.0034886894182971,0.00947054427530674,0.0174789174594679,0.0218598981993244,0.143501804920495,1
ow,sox,grouped,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,sox,grouped,2022,2024,sec04,D_Fugitive,5,Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
