Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,t,emis_t_ncfile
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,2,0.00102036023145047
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,3,0.000999675629827834
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,4,0.000969062494732498
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,5,0.000956609338572889
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,6,0.00095839026835165
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,7,0.000958599924160808
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,8,0.000975514446508896
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,9,0.000962647562118946
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,10,0.000970494038483594
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,11,0.00108541917325056
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,month,12,0.00106868894999934
sea,voc,NetCDF_output,2022,2024,sec01,A_PublicPower,1,PublicPower,annual,1,0.0119413001966677
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,1,12277.9536005771
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,2,12555.3033681299
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,3,13079.3054713219
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,4,12727.311130008
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,5,12543.6108238464
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,6,13001.5943793033
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,7,12644.0617768972
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,8,12524.0212590058
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,9,12901.8786661199
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,10,13193.5130987268
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,11,12996.3499165
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,12,12545.7703645466
uk,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,annual,1,152990.673854982
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,1,2670.33806669973
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,2,2627.08818703243
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,3,2869.22246800413
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,4,2839.1603520366
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,5,2759.02522968373
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,6,2869.28833915716
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,7,2821.11152995767
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,8,2810.03585031559
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,9,2878.0350505584
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,10,2958.33170704492
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,11,3010.55876348776
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,12,2891.95161435954
ie,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,annual,1,34004.1471583378
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,1,27.3605401529927
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,2,27.978055003223
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,3,29.1464235428543
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,4,28.362271550306
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,5,27.952699346653
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,6,28.9733385179415
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,7,28.1767567031489
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,8,27.9093332288597
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,9,28.7512873746422
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,10,29.4012619767918
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,11,28.9623929743308
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,month,12,27.9582014954272
sea,voc,NetCDF_output,2022,2024,sec02,B_Industry,3,Industry,annual,1,340.932561867171
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,1,4364.63525345804
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,2,4226.40979202412
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,3,3671.22494915199
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,4,2699.44912420737
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,5,1567.62249668848
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,6,573.850446490483
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,7,195.691276375846
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,8,217.864422771902
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,9,723.951013760082
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,10,1826.63005851089
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,11,3319.78486310529
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,12,4134.74437163853
uk,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1,27521.8580681829
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,1,1274.93309286636
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,2,1224.52177247468
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,3,1063.02279633994
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,4,784.453016502992
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,5,453.157580750469
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,6,160.920676149432
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,7,59.2708999777366
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,8,63.4350455874744
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,9,208.693201346638
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,10,533.143986382196
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,11,962.54123149736
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,12,1206.44924180367
ie,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1,7994.54254167896
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,1,0.0482225384691617
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,2,0.0463861407599211
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,3,0.040272950573538
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,4,0.0296993550633147
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,5,0.0171733616120662
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,6,0.00613358862031888
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,7,0.00222705878964824
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,8,0.00240077285489537
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,9,0.00791298793911466
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,10,0.0201683901168224
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,11,0.0364571249510846
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,12,0.0456415665395156
sea,voc,NetCDF_output,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1,0.302695836289401
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,1,3618.70060535628
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,2,3619.39049730679
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,3,3619.19782073245
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,4,3618.01374350608
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,5,3616.04990028834
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,6,3613.65704639999
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,7,3611.60974852776
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,8,3610.24991054557
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,9,3610.29284694527
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,10,3611.88517091246
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,11,3614.54417689432
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,12,3617.02409680866
uk,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,1,43380.615564224
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,1,314.417453285307
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,2,314.417410686612
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,3,314.417545549572
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,4,314.41778591834
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,5,314.418035600334
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,6,314.418277513236
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,7,314.418369824067
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,8,314.418350480497
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,9,314.418238032609
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,10,314.418081749231
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,11,314.417898796499
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,12,314.417654974386
ie,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,1,3773.01510241069
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,1,0.000182335919816978
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,2,0.000182370669790544
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,3,0.000182360963663086
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,4,0.00018230130081065
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,5,0.000182202347787097
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,6,0.00018208178516943
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,7,0.000181978626642376
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,8,0.000181910101673566
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,9,0.000181912269908935
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,10,0.000181992509169504
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,11,0.000182126488653012
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,month,12,0.000182251445949078
sea,voc,NetCDF_output,2022,2024,sec04,D_Fugitive,5,Fugitive,annual,1,0.00218582442903426
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,1,23836.8691026172
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,2,23868.803197349
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,3,24055.8856531559
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,4,24238.3097448466
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,5,24335.8235236366
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,6,24378.7393875042
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,7,24368.8585330286
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,8,24366.5818428788
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,9,24386.293812898
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,10,24331.7024424404
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,11,24111.0939884512
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,12,23931.8962035991
uk,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,annual,1,290210.857432405
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,1,1402.98194681093
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,2,1406.07768491709
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,3,1414.99037671654
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,4,1426.4933675742
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,5,1433.59664692301
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,6,1435.26463863062
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,7,1435.1520456736
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,8,1435.20618552642
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,9,1435.68882118275
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,10,1432.36886175119
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,11,1420.41822022616
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,12,1408.57419019406
ie,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,annual,1,17086.8129861266
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,1,0.152227647109392
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,2,0.152435019994364
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,3,0.153623839255193
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,4,0.15479100729074
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,5,0.155417607752458
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,6,0.155689249165158
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,7,0.155627472791073
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,8,0.155613466762832
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,9,0.155737442677001
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,10,0.155388508719343
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,11,0.15398256724187
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,month,12,0.152834507975248
sea,voc,NetCDF_output,2022,2024,sec05,E_Solvents,6,Solvents,annual,1,1.85336833673467
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,1,2312.56610520626
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,2,2379.2669260935
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,3,2436.85557494592
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,4,2466.70170046473
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,5,2546.98444751429
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,6,2667.42416846453
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,7,2676.56709688206
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,8,2675.46689502725
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,9,2658.72498081591
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,10,2592.84798901991
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,11,2491.46818234567
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,12,2360.71051798545
uk,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1,30265.5845847654
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,1,292.387410180832
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,2,300.344447364219
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,3,307.641632694528
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,4,311.550357813903
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,5,321.760267393332
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,6,336.983698010467
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,7,338.108774001614
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,8,338.179408001792
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,9,336.100887164228
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,10,327.499289378195
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,11,314.640081253337
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,12,298.489868250538
ie,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1,3823.68612150699
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,1,0.00277441388561783
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,2,0.00285443573420707
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,3,0.00292352546466645
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,4,0.00295933217466882
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,5,0.00305564847303685
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,6,0.00320014146473113
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,7,0.00321111039966127
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,8,0.00320979044909109
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,9,0.00318970488888226
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,10,0.00311067142956745
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,11,0.0029890448245169
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,month,12,0.00283217331161723
sea,voc,NetCDF_output,2022,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1,0.0363099925002643
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,1,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,2,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,3,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,4,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,5,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,6,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,7,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,8,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,9,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,10,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,11,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,12,0
uk,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,annual,1,0
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,1,1.33710757439719
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,2,1.58163541385832
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,3,1.81353296705045
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,4,3.1990894252812
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,5,4.91151492658806
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,6,5.93127433068607
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,7,6.00672057200881
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,8,4.49995805358704
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,9,2.99130065005317
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,10,2.32592373163734
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,11,1.46381362948127
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,12,1.14294595970078
ie,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,annual,1,37.2048172343297
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,1,3.07224459872449
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,2,3.63409119244395
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,3,4.16691743766082
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,4,7.35048204483538
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,5,11.2850869376661
sea,voc,NetCDF_output,2022,2024,sec07,G_Shipping,8,Shipping,month,6,13.6281671540303
