Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,terrestrial,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,82544.7197837052,7430.92065865508,7410.4823366648,7026.11178005424,6465.57159311907,6230.70987192863,6274.54295303608,6241.64503328073,6518.26309272229,6452.68397223517,6554.08523002441,7982.93406842452,7956.76919356152,82544.7197837065,0.999999999999983
uk,sea,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,3.69536738336016e-05,3.32667939297477e-06,3.31752955169426e-06,3.1454542909455e-06,2.89451129552513e-06,2.78936824744667e-06,2.80899146970248e-06,2.79426370759227e-06,2.91810026033441e-06,2.88874175702713e-06,2.93413713805772e-06,3.57380511524779e-06,3.56209160705352e-06,3.69536738336016e-05,1
uk,outwith,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,39624.907602326,3567.15178476585,3557.34053793425,3372.82664254949,3103.74397835328,2991.00055847313,3012.04226523949,2996.24989191732,3129.0380953932,3097.55738291704,3146.23421507746,3832.14124035612,3819.5810093494,39624.907602326,1
ie,terrestrial,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,7476.3021168652,713.510238407239,710.936500141925,651.614858216209,557.891093569616,512.527177047029,513.071615038085,507.971860967923,571.022114085322,561.065188238022,562.820705283111,808.302639581086,805.568126289633,7476.3021168652,1
ie,sea,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,outwith,nox,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,nox,masked,2022,2024,sec02,B_Industry,3,Industry,month,85086.5427275828,6740.40728013165,6957.67243536134,7372.56981632987,7057.96458205557,6899.58271032595,7286.21351038824,6987.29983452223,6899.28240708983,7204.85118073612,7428.65962071697,7297.13568903449,6954.90366088985,85086.5427275821,1.00000000000001
uk,sea,nox,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.648700692293416,0.0513889356506147,0.05304536746804,0.0562085494429706,0.0538099958441215,0.0526024907963874,0.0555501680626442,0.0532712470693315,0.0526002012813725,0.0549298608098167,0.0566361786986685,0.0556334388669567,0.0530242583024917,0.648700692293416,1
uk,outwith,nox,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,nox,masked,2022,2024,sec02,B_Industry,3,Industry,month,8598.73896445587,696.461024645626,709.010912002802,732.108451695061,713.77247252404,705.757041211596,729.194805468762,711.276405052822,705.712786726555,724.406015315968,737.430959063497,726.568610633372,707.03948011584,8598.73896445594,0.999999999999991
