Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,sec_ncdf,time_res,emis_t_tot_ncinput,emis_t_tot_array,emis_t_tot_ncfile,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,pm25,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_UK_PublicPower,month,1973.64393784662,1973.64393784658,1973.6439377014,172.101630380208,164.438330686995,161.943704201467,156.700477860035,151.797092315858,148.671371081034,147.197709535664,158.529083632023,153.964885463839,153.513968581812,204.088141904544,200.697542057919,1973.6439377014,1.00000000007358
uk,pm25,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_UK_Industry,month,15586.2737224204,15586.2737224205,15586.2737220467,1215.85961931932,1260.16466904919,1349.51382834367,1287.0054634637,1257.60834616752,1342.90809207695,1283.11426789381,1266.85360945957,1332.4984025518,1378.63391385412,1345.65164020489,1266.46186966214,15586.2737220467,1.00000000002398
uk,pm25,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_UK_OtherStationaryComb,month,20666.9073216586,20666.9073216587,20666.9073217879,3281.13932295708,3175.0749648548,2752.88816042693,2022.54854678135,1171.06786943725,426.140193917411,157.068849190792,160.294742539061,533.719763189042,1378.79379783632,2499.58192521875,3108.58918543914,20666.9073217879,0.999999999993743
uk,pm25,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_UK_Fugitive,month,4.7238250042808,4.7238250042808,4.72382502147229,0.416797350917477,0.410123882524204,0.42176543653477,0.419354702695273,0.400786991987843,0.386234108416829,0.378095709136687,0.346865967614576,0.354147294652648,0.395402684283908,0.389489093679003,0.404761799029075,4.72382502147229,0.999999996360684
uk,pm25,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_UK_Solvents,month,1761.68164322328,1761.68164322328,1761.68164335549,145.007133070549,145.181730827959,146.01681718253,147.055428638349,147.605794564282,147.713839099841,147.832991764845,147.846135146733,147.840174380776,147.556222888553,146.50198037273,145.523395418347,1761.68164335549,0.999999999924951
uk,pm25,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_UK_RoadTransport,month,17872.5115031142,17872.5115031142,17872.5115017862,1392.95553600411,1439.07270694555,1457.58077121281,1442.68227997717,1473.51679367319,1545.18785378343,1539.38933424073,1538.96948272577,1553.92571708721,1550.43676267994,1512.41694302836,1426.37732042797,17872.5115017862,1.0000000000743
uk,pm25,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_UK_Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_UK_Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_UK_Offroad,month,3192.27955658315,3192.27955658314,3192.27955695159,218.354797946044,233.538676515069,258.294621021493,286.828465919031,324.305290051262,348.765327003496,311.07021220158,274.884605487661,263.323137335071,249.426133421172,215.458091465107,208.030198584604,3192.27955695159,0.999999999884585
uk,pm25,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_UK_Waste,month,4822.62738831401,4822.62738831402,4822.62738843671,401.885439941514,401.885534386723,401.885640675015,401.885762057658,401.88584089452,401.885844764008,401.885774339661,401.885668822318,401.885570009711,401.885490691036,401.885421748816,401.885400105725,4822.62738843671,0.999999999974559
uk,pm25,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_UK_AgriLivestock,month,2745.03439810239,2745.03439810239,2745.03439810024,295.082059338526,339.976781382865,431.632329649461,366.600147523164,191.832804672477,80.4406619832662,81.0103630894012,53.640459722792,90.8161349447529,220.192576732926,291.789474126438,302.020604934169,2745.03439810024,1.00000000000078
uk,pm25,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_UK_AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_UK_Other,month,2240.92841576417,2240.92841576424,2240.92841448418,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,186.744034540348,2240.92841448418,1.00000000057119
uk,pm25,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_UK_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_UK_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_UK_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_UK_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_UK_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,pm25,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_UK_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,pm25,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_IE_PublicPower,month,435.587153530186,435.587153530186,435.587153322238,39.2293142491399,36.432259270121,35.5862470668653,33.0964789480495,31.2568296171958,30.4876535520016,29.0524474558333,33.7677092164377,32.6265859826235,32.1886245756614,51.6068036951474,50.2561996931618,435.587153322238,1.0000000004774
ie,pm25,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_IE_Industry,month,2345.84874965359,2345.84874965359,2345.84874562126,189.850747598958,194.926887220927,202.641756534873,196.938494199684,193.623306700885,199.502135960366,192.686674170313,189.210177705972,195.554663675898,201.601868830623,197.556040774341,191.755992248423,2345.84874562126,1.00000000171892
ie,pm25,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_IE_OtherStationaryComb,month,5269.50516167939,5269.5051616794,5269.50516100648,838.921951429105,806.963034097273,702.780989379336,514.833961901074,295.545110606532,108.667379374933,39.971435876119,41.5542252792838,138.596487429636,352.902362477336,634.55283131938,794.215391836474,5269.50516100648,1.0000000001277
ie,pm25,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_IE_Fugitive,month,1.53376145695631,1.53376145695631,1.53376146662049,0.128067136975005,0.127817082917318,0.127692442620173,0.127614570781589,0.127550363540649,0.127483513439074,0.127454822650179,0.127576471073553,0.127831461839378,0.128104564035311,0.128295863512903,0.128273173235357,1.53376146662049,0.999999993699033
ie,pm25,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_IE_Solvents,month,126.741923481579,126.74192348158,126.74192345731,10.4279385903606,10.4529623607987,10.5093858488758,10.5692739743082,10.6072522052746,10.626491543316,10.6335353854224,10.6355778153209,10.6347821541692,10.6162796173406,10.555610531298,10.4728334308254,126.74192345731,1.00000000019148
ie,pm25,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_IE_RoadTransport,month,1262.51182666388,1262.51182666388,1262.51182658189,98.4438019858472,101.666781621342,102.900895788783,101.871491601806,104.104813427574,109.161730845917,108.740431913246,108.713154799167,109.757463492635,109.49926650473,106.852158342734,100.799836258114,1262.51182658189,1.00000000006494
ie,pm25,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_IE_Shipping,month,18.4501378265145,18.4501378265145,18.4501378282024,1.04146273999341,1.24185251563006,1.32815156472215,1.71007881017993,2.22889817808022,2.4175112850695,2.04662666609078,1.65476678465016,1.46127659633665,1.31368443101786,1.06878666929428,0.937041587137419,18.4501378282024,0.999999999908513
ie,pm25,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_IE_Aviation,month,9.36972537995894,9.36972537995893,9.36972538752009,0.688591200775212,0.688441791878755,0.687954268931871,0.70088008339129,0.746000550946228,0.828567824622018,0.91588305863192,0.972471683440084,0.93403399254475,0.816136203453962,0.70941973975532,0.681344989148678,9.36972538752009,0.999999999193023
ie,pm25,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_IE_Offroad,month,142.782465247237,142.782465247236,142.782465267756,10.7669111327721,11.0908961728631,11.5731148667171,11.9506713890298,12.2760287029172,12.5769029794298,12.4588605127266,12.0012213376382,12.2467705065705,12.7806446722407,11.9898228491434,11.0706201457071,142.782465267756,0.999999999856296
ie,pm25,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_IE_Waste,month,242.229470876749,242.22947087675,242.229470907991,20.1858012031096,20.1858029482383,20.1858017628427,20.1857981981218,20.1857921078605,20.1857840247628,20.1857776601586,20.1857743112192,20.185775355119,20.1857802214098,20.1857876037628,20.1857955113862,242.229470907991,0.999999999871022
ie,pm25,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_IE_AgriLivestock,month,788.734910049372,788.73491004937,788.734910101323,118.140454300436,117.286156622446,88.3605765781533,39.3960365399342,15.352844010316,22.8936584354162,23.0566012552152,15.0219320180404,35.4227583948456,83.2290314677226,113.720560099827,116.854300378971,788.734910101323,0.999999999934133
ie,pm25,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_IE_AgriOther,month,54.3051958356026,54.3051958356026,54.3051958387729,0.0897126550780359,2.63169725138335,15.3641353387078,19.9088911972873,11.3408454344454,1.67768842902861,1.68277933203493,1.02780394089021,0.0897126550780359,0.38407944856021,0.0897126550780359,0.0181375012010666,54.3051958387729,0.999999999941619
