Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,sec_ncdf,time_res,emis_t_tot_ncinput,emis_t_tot_array,emis_t_tot_ncfile,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,nh3,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_UK_PublicPower,month,339.230597978879,339.230597978879,339.230598177994,28.8592320948374,26.9189287680201,27.9858351452276,27.7097956123762,26.4362199907191,25.6688622236252,25.2929640260991,28.4737588602584,28.969977416331,27.5955513494555,32.6110393609852,32.7084333300591,339.230598177994,0.999999999413041
uk,nh3,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_UK_Industry,month,2431.63278260865,2431.63278260863,2431.63277763199,194.858654617138,200.512407669684,213.827308193206,201.394009514574,194.49776201298,207.387153777867,196.939739223183,193.464635203176,204.179753646532,213.039227717439,210.191418373132,201.340707683082,2431.63277763199,1.00000000204663
uk,nh3,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_UK_OtherStationaryComb,month,615.277131238899,615.2771312389,615.277131256692,99.5493440681825,96.454300657486,83.2354042737163,60.5499269147953,34.3480613923513,11.3885347786368,2.86752383225798,3.17556611835194,14.6993461296865,40.3214489702048,74.8245298894768,93.8631442315454,615.277131256692,0.999999999971083
uk,nh3,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_UK_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_UK_Solvents,month,1336.4154009276,1336.41540092761,1336.41540101958,111.536894369421,111.394081615779,111.274036902804,111.199775999491,111.184137855762,111.201096524696,111.238471891591,111.315015405924,111.406747868319,111.491151493977,111.572490708751,111.601500383066,1336.41540101958,0.999999999931177
uk,nh3,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_UK_RoadTransport,month,4586.34658006744,4586.34658006744,4586.34658030405,354.36889150116,363.635184802432,369.508624771368,369.94229367473,378.560685759376,396.750737230271,403.867545400954,407.020293001567,404.111014179097,394.412446688911,381.810870621486,362.357992672704,4586.34658030405,0.999999999948408
uk,nh3,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_UK_Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_UK_Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_UK_Offroad,month,36.9105845511756,36.9105845511754,36.910584557363,2.63332264698063,2.76597445275347,2.95579873607909,3.21437939669732,3.51470549273545,3.70524954966861,3.52692941047274,3.23838294629005,3.06166239716207,2.94589462812607,2.73407675075239,2.61420814964514,36.910584557363,0.999999999832366
uk,nh3,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_UK_Waste,month,6861.14391196711,6861.14391196717,6861.14390925062,571.761843781384,571.761805904042,571.761805730052,571.761879827589,571.762010634579,571.762136542831,571.76219220203,571.76218129085,571.762127880228,571.762053529976,571.761970734311,571.761901192748,6861.14390925062,1.00000000039592
uk,nh3,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_UK_AgriLivestock,month,226558.664433994,226558.664433992,226558.664433131,17997.5555873114,26370.7065705147,34438.1007428508,29908.2786954501,17545.5948252784,9380.79794362451,9691.15840836045,14840.3074802078,17468.3582832364,16441.5878517331,16609.1863779705,15867.0316665928,226558.664433131,1.00000000000381
uk,nh3,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_UK_AgriOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_UK_Other,month,25287.738607136,25287.7386071365,25287.7386040985,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,2107.31155034154,25287.7386040985,1.00000000012012
uk,nh3,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_UK_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_UK_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_UK_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_UK_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_UK_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nh3,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_UK_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_IE_PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_IE_Industry,month,107.977622712616,107.977622712617,107.977622785127,8.48599919602582,8.74230602864017,9.37397781945992,9.06098337004792,8.78830291489894,9.1833085449755,8.918638331926,8.80674181600001,9.12909673781317,9.41969506472551,9.25793762123057,8.81063533938303,107.977622785127,0.99999999932847
ie,nh3,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_IE_OtherStationaryComb,month,90.3821889427565,90.3821889427562,90.3821889255073,14.6590237895454,14.0935133432328,12.1731188702504,8.91121523846084,5.04650684727643,1.61878896307788,0.4315835194885,0.482042277688077,2.18823903481295,5.98251602270496,10.9733769700623,13.8222640489068,90.3821889255073,1.00000000019085
ie,nh3,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_IE_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_IE_Solvents,month,11.9599888745,11.9599888745,11.9599888772237,0.997787063401262,0.997343645382998,0.996712109784667,0.995998106372113,0.995479354574002,0.995260625375522,0.995459878700004,0.996092042788135,0.996804863104515,0.997343002030675,0.997778762886099,0.997929422823717,11.9599888772237,0.999999999772265
ie,nh3,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_IE_RoadTransport,month,508.339216519309,508.339216519311,508.339216516681,39.2924594569558,40.3057613827248,40.982561596585,41.020369890134,41.9543886038548,43.9694809725888,44.7352571008732,45.0770228208453,44.7973435871602,43.7509676024008,42.2971506483942,40.1564528541643,508.339216516681,1.00000000000517
ie,nh3,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_IE_Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_IE_Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_IE_Offroad,month,2.05411908210234,2.05411908210233,2.05411908191724,0.155399748088907,0.159455706059628,0.166669237582002,0.172773362314371,0.177074184036177,0.180034939593153,0.178104442725359,0.172630764530066,0.176059476902349,0.182818378074134,0.172803703343597,0.160295138667502,2.05411908191724,1.00000000009011
ie,nh3,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_IE_Waste,month,117.960142305153,117.960142305152,117.960142151676,9.83000275972836,9.82998845248369,9.82998236899618,9.82998401217515,9.82999293387286,9.83000582828379,9.83001841707551,9.83003009282106,9.83003906695751,9.8300422155711,9.83003546134091,9.83002054236943,117.960142151676,1.00000000130109
ie,nh3,NetCDF_input,2022,2024,sec11,K_AgriLivestock,10,AgriLivestock,Emis_IE_AgriLivestock,month,61379.758293971,61379.7582939711,61379.7582922826,9737.70424003624,9685.84420240588,7091.60159117833,2843.81666733401,735.416536528191,1257.98166716814,1235.54090337434,621.269206283354,2537.66035144964,6756.08326739886,9314.60227226526,9562.23738686038,61379.7582922826,1.00000000002751
ie,nh3,NetCDF_input,2022,2024,sec12,L_AgriOther,10,AgriOther,Emis_IE_AgriOther,month,66433.9977396052,66433.9977396051,66433.9977393325,1714.74786694435,5873.56884608736,11746.7359895303,12651.3271939242,8089.53270750925,3642.4649450295,3857.28692765459,6855.80252877154,6751.04166025233,3163.63608189745,1317.27974855954,770.573243172061,66433.9977393325,1.00000000000411
ie,nh3,NetCDF_input,2022,2024,sec13,M_Other,11,Other,Emis_IE_Other,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec14,"",1,PublicPower_Point,Emis_IE_PublicPower_Point,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec15,"",1,PublicPower_Area,Emis_IE_PublicPower_Area,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec16,"",7,RoadTransportExhaustGasoline,Emis_IE_RoadTransportExhaustGasoline,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec17,"",7,RoadTransportExhaustDiesel,Emis_IE_RoadTransportExhaustDiesel,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec18,"",7,RoadTransportExhaustLPGgas,Emis_IE_RoadTransportExhaustLPGgas,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,nh3,NetCDF_input,2022,2024,sec19,"",7,RoadTransportNonExhaustOther,Emis_IE_RoadTransportNonExhaustOther,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_SEA_PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
sea,nh3,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_SEA_Industry,month,0.00375436600122399,0.00375436600122399,0.00375436597773986,0.000297188404303247,0.000306033068872877,0.00032747963344712,0.000313540949547803,0.000303631099716234,0.000319632026009667,0.000307882969552933,0.000303450246747883,0.000316619680183025,0.000328037686108493,0.000322864546717358,0.000308005666533218,0.00375436597773986,1.00000000625515
sea,nh3,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_SEA_OtherStationaryComb,month,0.00755011007795112,0.00755011007795112,0.00755011003455053,0.00122431538920864,0.00117779757772496,0.00101723715033586,0.000744293350948055,0.000421556045608895,0.000135578944572501,3.5985033964181e-05,4.01661909243956e-05,0.000182606731115698,0.000499364534363167,0.000916783088712236,0.00115442599707194,0.00755011003455053,1.00000000574834
sea,nh3,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_SEA_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
