Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,terrestrial,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,40540.673471426,3671.55080582595,3693.45072120319,3478.91045075861,3178.40363496057,3037.56521361311,3012.08516763499,2978.59208641968,3187.65390527743,3178.69739746408,3199.37237792721,3975.93524289814,3948.45646744282,40540.6734714258,1.00000000000001
uk,sea,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0.0189970576068943,0.00172046135874073,0.0017307234959571,0.00163019152330737,0.00148937626785762,0.00142338043270001,0.00141144067295181,0.00139574606457984,0.00149371087562414,0.00148951392277875,0.00149920206461851,0.00186309363863558,0.00185021728914281,0.0189970576068943,1
uk,outwith,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,17216.72144319,1559.22588540562,1568.52629189604,1477.41581547066,1349.79726115569,1289.98631917555,1279.16551092529,1264.94174500892,1353.72564501522,1349.92201555089,1358.7022194545,1688.49117914594,1676.82155498573,17216.72144319,1
ie,terrestrial,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,11632.404245428,1124.97081291764,1136.90586659909,1018.3086314566,852.197231594316,790.885887047456,802.818746441017,777.055218645956,870.17036752916,874.062837162057,888.820485375304,1251.97664639895,1244.23151426046,11632.404245428,1
ie,sea,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,outwith,co,masked,2022,2024,sec01,A_PublicPower,1,PublicPower,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,225579.997715264,18033.3765061122,18575.197001209,19753.2525176065,18691.6610576661,18126.0391430912,19266.8172946963,18331.6667934014,18034.9054335104,18968.7118689172,19716.3388922872,19458.9201323958,18623.1110743727,225579.997715266,0.999999999999989
uk,sea,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.454035339568007,0.0362966145422403,0.0373871618202244,0.0397582888786297,0.0376215744363982,0.0364831209358571,0.0387792181106141,0.0368969972590183,0.0362996918854333,0.0381792074731842,0.0396839911103152,0.039165872415208,0.0374836007008841,0.454035339568007,1
uk,outwith,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
ie,terrestrial,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,8468.27233076237,681.401406986278,704.896087146025,737.564185853138,714.504431848975,700.177247175031,722.499835285946,693.367846808689,679.750720360895,706.302192221192,729.757713071985,710.987045209345,687.063618794876,8468.27233076237,1
ie,sea,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,0.095481893419374,0.00768297168258619,0.00794788009120994,0.00831622109361662,0.00805621658642765,0.00789467398758283,0.00814636676452715,0.00781789629142088,0.0076643597770784,0.00796373427842541,0.00822820115602412,0.00801655717030098,0.00774681454017386,0.095481893419374,1
ie,outwith,co,masked,2022,2024,sec02,B_Industry,3,Industry,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,terrestrial,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,250299.031780376,40144.6131486208,38778.1426752141,33716.3557450192,24717.3688306344,14101.5545552194,4829.23974413066,1429.18256077468,1439.49108384088,6059.97820010937,16535.6068121199,30475.8705674458,38071.6278572431,250299.031780372,1.00000000000001
uk,sea,co,masked,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,month,0.302217548754781,0.0484716480730578,0.0468217361497809,0.040710003205865,0.0298443927910066,0.017026583047472,0.00583094943451858,0.0017256321255745,0.00173807890393475,0.00731697499633746,0.0199655209306474,0.036797357279205,0.0459686718173813,0.302217548754781,1
