Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,sec_ncdf,time_res,emis_t_tot_ncinput,emis_t_tot_array,emis_t_tot_ncfile,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,tsum,tot_tres_ratio
uk,nox,NetCDF_input,2022,2024,sec01,A_PublicPower,1,PublicPower,Emis_UK_PublicPower,month,82544.7197837065,82544.7197837063,82544.7197759382,7430.92065324651,7410.48238277141,7026.1117741442,6465.57159039132,6230.70987192492,6274.54298647618,6241.6450060879,6518.2630995244,6452.68395726447,6554.08521093152,7982.93405733013,7956.76918584526,82544.7197759382,1.00000000009411
uk,nox,NetCDF_input,2022,2024,sec02,B_Industry,3,Industry,Emis_UK_Industry,month,85086.5427275821,85086.5427275821,85086.5427386837,6740.40729007913,6957.67245135528,7372.56981750948,7057.96457419719,6899.58270113744,7286.21350867506,6987.29983191874,6899.28239830819,7204.85119116751,7428.65961372899,7297.13569064765,6954.90366995905,85086.5427386837,0.999999999869526
uk,nox,NetCDF_input,2022,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,Emis_UK_OtherStationaryComb,month,70340.6348600899,70340.63486009,70340.6348580396,11038.7809154143,10650.4277189792,9254.7541849472,6841.24416858882,4044.57350415553,1600.96519532799,670.651009322321,702.702629078495,1971.59246073069,4732.90147630113,8388.78519143511,10443.2564037587,70340.6348580396,1.00000000002915
uk,nox,NetCDF_input,2022,2024,sec04,D_Fugitive,5,Fugitive,Emis_UK_Fugitive,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,NetCDF_input,2022,2024,sec05,E_Solvents,6,Solvents,Emis_UK_Solvents,month,58.1412098723382,58.141209872338,58.1412098707039,4.84744678409784,4.84674961044015,4.84589931500543,4.84473568514019,4.84334971967478,4.84213842411332,4.8420662854282,4.84307523638083,4.84462731240614,4.84612401972436,4.84729607635287,4.84770140193979,58.1412098707039,1.00000000002811
uk,nox,NetCDF_input,2022,2024,sec06,F_RoadTransport,7,RoadTransport,Emis_UK_RoadTransport,month,195427.871709434,195427.871709434,195427.871710894,15197.680395456,15716.901935991,15907.2551670546,15730.516910309,16083.8007009996,16901.4624546571,16849.2706007987,16858.0225583928,17034.008181727,16997.1232128339,16568.780661556,15583.0489311182,195427.871710894,0.999999999992531
uk,nox,NetCDF_input,2022,2024,sec07,G_Shipping,8,Shipping,Emis_UK_Shipping,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,NetCDF_input,2022,2024,sec08,H_Aviation,8,Aviation,Emis_UK_Aviation,month,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
uk,nox,NetCDF_input,2022,2024,sec09,I_Offroad,8,Offroad,Emis_UK_Offroad,month,83282.2286429326,83282.2286429315,83282.2286483245,5745.35587166515,6256.02491505991,6789.90143648176,7491.18062796102,8462.50642208425,9010.32041966161,7956.05158201772,6885.69893189091,6681.70046343649,6635.92869531275,5859.69490070502,5507.86438204794,83282.2286483245,0.999999999935257
uk,nox,NetCDF_input,2022,2024,sec10,J_Waste,9,Waste,Emis_UK_Waste,month,3405.7200631791,3405.7200631791,3405.72006213757,283.810447553621,283.810201486585,283.809959960205,283.80969743518,283.809479068388,283.809355502884,283.809420611215,283.809702224387,283.810106947527,283.810456735701,283.810628004099,283.810606607781,3405.72006213757,1.00000000030582
