Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,nox,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,339.352059483516,264341.98,264681.332059488,263752.493747768,263752.493747745
ie,all,nox,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,5987.22882612608,,5987.22882612608,9819.43933286183,9819.43933286183
uk,all,nox,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,41286.5142761008,63887.477,105173.991276101,96857.5374105636,96857.5374105663
ie,all,nox,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,8737.74139097949,,8737.74139097949,10928.613367756,10928.613367756
uk,all,nox,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,66935.2635382653,3194.36,70129.6235382652,75663.52745214,75663.5274521418
ie,all,nox,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7714.74270679612,,7714.74270679612,7882.32689513713,7882.32689513717
uk,all,nox,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,10.9067704781664,,10.9067704781664,100.233288,100.233288
ie,all,nox,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,nox,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,58.1412468371401,,58.1412468371401,71.8502805570221,71.850280557023
ie,all,nox,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,6.42066557297926,,6.42066557297926,7.5202067288,7.52020672879993
uk,all,nox,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,195328.708903425,,195328.708903425,345227.869801221,345227.869801226
ie,all,nox,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30407.1962246243,,30407.1962246243,41811.6559989222,41811.6559989227
uk,all,nox,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,nox,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,6782.24829081887,,6782.24829081887,3788.0866859478,3788.08668594782
uk,all,nox,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,nox,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,1514.15906960775,,1514.15906960775,1163.71158614468,1163.71158614467
uk,all,nox,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,337424.163083444,,337424.163083444,446326.360845597,446326.36084561
ie,all,nox,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,5032.94426463654,,5032.94426463654,6012.67317819991,6012.67317820019
uk,all,nox,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,583.927979508827,392.44,976.367979508828,3534.52832930242,3534.52832930247
ie,all,nox,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,13.9153049627203,,13.9153049627203,15.676665,15.676665
uk,all,nox,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,24435.9746735349,,24435.9746735349,28217.3395061042,28217.339506104
ie,all,nox,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,966.507004485497,,966.507004485497,928.73585491742,928.735854917426
uk,all,nox,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,nox,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,32764.1283564335,,32764.1283564335,30072.9566859993,30072.9566859992
uk,all,nox,inventory,2015,2024,sec13,M_Other,11,Other,annual,1813.74208614157,,1813.74208614157,1906.56585473758,1906.56585473772
ie,all,nox,inventory,2015,2024,sec13,M_Other,11,Other,annual,,,,0,0
