Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,co,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,1034.52585832974,106728.40491451,107762.930772839,93762.2061526089,93762.2061526136
ie,all,co,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,6101.01103292778,,6101.01103292778,17866.4367514046,17866.4367514046
uk,all,co,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,41578.7474326799,337490.653200971,379069.400633652,367805.0631813,367805.063181305
ie,all,co,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,8889.1732665101,,8889.1732665101,9215.88003859432,9215.88003859437
uk,all,co,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,248731.579432397,1262.77439094668,249994.353823344,241075.931580837,241075.931580844
ie,all,co,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,21182.4585234937,,21182.4585234937,98507.7335172686,98507.7335172686
uk,all,co,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,56.4546034695741,,56.4546034695741,503.95,503.95
ie,all,co,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,co,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,1769.75964347338,,1769.75964347338,2190.51286585018,2190.51286585019
ie,all,co,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,196.512973799559,,196.512973799559,230.178370098,230.178370098001
uk,all,co,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,207842.097289476,,207842.097289476,463181.130120375,463181.130120378
ie,all,co,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,28065.5556553321,,28065.5556553321,54993.1966271778,54993.1966271784
uk,all,co,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,co,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,639.345700192911,,639.345700192911,265.427467826539,265.427467826538
uk,all,co,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,co,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,1437.77815610332,,1437.77815610332,1101.48272662582,1101.48272662582
uk,all,co,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,467402.135201224,,467402.135201224,438794.701475745,438794.701475721
ie,all,co,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,1599.01747498554,,1599.01747498554,1517.25355546493,1517.25355546504
uk,all,co,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,20009.6389960723,68.16,20077.7989960723,29758.4220825334,29758.4220825337
ie,all,co,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,89.8401293364996,,89.8401293364996,131.0813,131.081299999995
uk,all,co,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
ie,all,co,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
uk,all,co,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,co,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
uk,all,co,inventory,2015,2024,sec13,M_Other,11,Other,annual,55764.0620110881,,55764.0620110881,56939.2631209272,56939.2631209291
ie,all,co,inventory,2015,2024,sec13,M_Other,11,Other,annual,,,,0,0
