Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,voc,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,6046.9015551389,6046.9015551389,6046.9015551389,1
ie,voc,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,257.320210118439,257.320210118439,257.320210118439,1
sea,voc,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0.0135663029134269,0.0135663029134269,0.0135663029134269,1
ow,voc,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,voc,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,145946.637950079,145946.637950079,145946.637950079,1
ie,voc,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,23268.9153552924,23268.9153552924,23268.9153552924,1
sea,voc,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,330.920722326081,330.920722326081,330.920722326081,1
ow,voc,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,763.67996490017,763.67996490017,763.67996490017,1
uk,voc,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,26753.8272311227,26753.8272311227,26753.8272311227,1
ie,voc,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,12203.000900812,12203.000900812,12203.000900812,1
sea,voc,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.430845690237553,0.430845690237553,0.430845690237553,1
ow,voc,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,voc,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,53404.2952730182,53404.2952730182,53404.2952730182,1
ie,voc,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,5054.99960962339,5054.99960962339,5054.99960962339,1
sea,voc,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,246.065697304046,246.065697304046,246.065697304046,1
ow,voc,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,31503.6514613796,31503.6514613796,31503.6514613796,1
uk,voc,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,333616.435480834,333616.435480834,333616.435480834,1
ie,voc,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,17970.4629103341,17970.4629103341,17970.4629103341,1
sea,voc,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,2.09070180578247,2.09070180578247,2.09070180578247,1
ow,voc,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,voc,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,54326.0291781248,54326.0291781248,54326.0291781248,1
ie,voc,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,7924.0722777989,7924.0722777989,7924.0722777989,1
sea,voc,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.0651756024015604,0.0651756024015604,0.0651756024015604,1
ow,voc,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,voc,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,voc,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,26.9790744614225,26.9790744614225,26.9790744614225,1
sea,voc,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,61.9892650887228,61.9892650887228,61.9892650887228,1
ow,voc,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,31.9946991728856,31.9946991728856,31.9946991728856,1
uk,voc,grouped,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,voc,grouped,2015,2024,sec08,H_Aviation,8,Aviation,annual,146.044117450148,146.044117450148,146.044117450148,1
sea,voc,grouped,2015,2024,sec08,H_Aviation,8,Aviation,annual,0.000644671386957359,0.000644671386957359,0.000644671386957359,1
ow,voc,grouped,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,voc,grouped,2015,2024,sec09,I_Offroad,8,Offroad,annual,29610.0966096771,29610.0966096771,29610.0966096771,1
ie,voc,grouped,2015,2024,sec09,I_Offroad,8,Offroad,annual,413.049425354877,413.049425354877,413.049425354877,1
sea,voc,grouped,2015,2024,sec09,I_Offroad,8,Offroad,annual,1212.85472554355,1212.85472554355,1212.85472554355,1
ow,voc,grouped,2015,2024,sec09,I_Offroad,8,Offroad,annual,7461.72224128977,7461.72224128977,7461.72224128977,1
uk,voc,grouped,2015,2024,sec10,J_Waste,9,Waste,annual,37723.2744263861,37723.2744263861,37723.2744263861,1
ie,voc,grouped,2015,2024,sec10,J_Waste,9,Waste,annual,551.96111347793,551.96111347793,551.96111347793,1
sea,voc,grouped,2015,2024,sec10,J_Waste,9,Waste,annual,0.596091315517947,0.596091315517947,0.596091315517947,1
ow,voc,grouped,2015,2024,sec10,J_Waste,9,Waste,annual,5.51564121600048e-05,5.51564121600048e-05,5.51564121600048e-05,1
uk,voc,grouped,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,120413.811323226,120413.811323226,120413.811323226,1
ie,voc,grouped,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,38304.7769393642,38304.7769393642,38304.7769393642,1
sea,voc,grouped,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,1.95159259455459,1.95159259455459,1.95159259455459,1
ow,voc,grouped,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,voc,grouped,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,voc,grouped,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,4601.82319822586,4601.82319822586,4601.82319822586,1
sea,voc,grouped,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,voc,grouped,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,voc,grouped,2015,2024,sec13,M_Other,11,Other,annual,94250.0289450746,94250.0289450746,94250.0289450746,1
ie,voc,grouped,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,voc,grouped,2015,2024,sec13,M_Other,11,Other,annual,2.35906313144633,2.35906313144633,2.35906313144633,1
ow,voc,grouped,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
