Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pmco,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,16.7844890903492,2128.33745188713,2145.12194097748,2124.25382422114,2124.2538242213
ie,all,pmco,inventory,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,122.317906602984,,122.317906602984,237.697870983874,237.697870983874
uk,all,pmco,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,34650.438734111,4024.77868930865,38675.2174234197,35591.7821608619,35591.7821608616
ie,all,pmco,inventory,2015,2024,sec02,B_Industry,3,Industry,annual,6905.55459202893,,6905.55459202893,5784.67870585379,5784.67870585372
uk,all,pmco,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,578.674782467697,284.331418083051,863.006200550749,492.548376323102,492.548376323103
ie,all,pmco,inventory,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,146.369365970124,,146.369365970124,52.6983945550001,52.6983945550007
uk,all,pmco,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,26.5822923369706,,26.5822923369706,342.83747246196,342.83747246196
ie,all,pmco,inventory,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,115.749376773834,,115.749376773834,119.702600073888,119.702600073888
uk,all,pmco,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,936.757731377156,,936.757731377156,1048.7189202008,1048.71892020082
ie,all,pmco,inventory,2015,2024,sec05,E_Solvents,6,Solvents,annual,13.3393741877499,,13.3393741877499,13.3647344584,13.3647344584001
uk,all,pmco,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,8700.75655089092,,8700.75655089092,23946.9948467667,23946.9948467663
ie,all,pmco,inventory,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,740.229044531377,,740.229044531377,839.10959118722,839.10959118722
uk,all,pmco,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,pmco,inventory,2015,2024,sec07,G_Shipping,8,Shipping,annual,8.63979818258935,,8.63979818258935,10.4515512417308,10.4515512417307
uk,all,pmco,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,pmco,inventory,2015,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,pmco,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,290.22847113769,,290.22847113769,559.8595143928,559.859514392818
ie,all,pmco,inventory,2015,2024,sec09,I_Offroad,8,Offroad,annual,3.62279275263977,,3.62279275263977,2.42336094674502,2.42336094674526
uk,all,pmco,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,393.460321198013,0.01,393.470321198013,389.59631343985,389.596313439856
ie,all,pmco,inventory,2015,2024,sec10,J_Waste,9,Waste,annual,0.10228126451193,,0.10228126451193,0.158641257540012,0.15864125754002
uk,all,pmco,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,12835.8921931679,,12835.8921931679,12601.5641186298,12601.5641186297
ie,all,pmco,inventory,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,999.425907509089,,999.425907509089,1029.02062423312,1029.02062423313
uk,all,pmco,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,pmco,inventory,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,6877.07000523955,,6877.07000523955,1118.889835,1118.88983499999
uk,all,pmco,inventory,2015,2024,sec13,M_Other,11,Other,annual,190.711090315535,,190.711090315535,272.66614129289,272.666141292887
ie,all,pmco,inventory,2015,2024,sec13,M_Other,11,Other,annual,,,,0,0
