Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,301.418609838314,301.418609838314,301.418609838314,1
uk,sea,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,outwith,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,sea,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,2982.58343633406,2982.58343633406,2982.58343633406,1
uk,sea,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,0.00136183959349931,0.00136183959349931,0.00136183959349931,1
uk,outwith,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,123.61150078035,123.61150078035,123.61150078035,1
ie,sea,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,0.00271815352903846,0.00271815352903846,0.00271815352903846,1
ie,outwith,nh3,masked,2015,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,449.744436283396,449.744436283396,449.744436283396,1
uk,sea,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.000432976381514354,0.000432976381514354,0.000432976381514354,1
uk,outwith,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,118.357741974081,118.357741974081,118.357741974081,1
ie,sea,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00911592110084139,0.00911592110084139,0.00911592110084139,1
ie,outwith,nh3,masked,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,1366.12175730245,1366.12175730245,1366.12175730245,1
uk,sea,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,0.177707056258334,0.177707056258334,0.177707056258334,1
uk,outwith,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,17.3208291040004,17.3208291040004,17.3208291040004,1
ie,sea,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,6175.73096673801,6175.73096673801,6175.73096673801,1
uk,sea,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.00221901006670251,0.00221901006670251,0.00221901006670251,1
uk,outwith,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,872.645954638721,872.645954638721,872.645954638721,1
ie,sea,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,sea,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,sea,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,42.2945164397439,42.2945164397439,42.2945164397439,1
uk,sea,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,6.29818068961483,6.29818068961483,6.29818068961483,1
uk,outwith,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,38.276883586249,38.276883586249,38.276883586249,1
ie,terrestrial,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,1.29033925091491,1.29033925091491,1.29033925091491,1
ie,sea,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec09,I_Offroad,8,Offroad,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,7525.40879050158,7525.40879050158,7525.40879050158,1
uk,sea,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,0.337452100710593,0.337452100710593,0.337452100710593,1
uk,outwith,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,65.734372457057,65.734372457057,65.734372457057,1
ie,sea,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec10,J_Waste,9,Waste,annual,5.4742945138572e-05,5.4742945138572e-05,5.4742945138572e-05,1
uk,terrestrial,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,236958.427316215,236958.427316215,236958.427316215,1
uk,sea,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,5.0445053713119,5.0445053713119,5.0445053713119,1
uk,outwith,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,55924.6549918983,55924.6549918983,55924.6549918983,1
ie,sea,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,sea,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,outwith,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,67494.5297325614,67494.5297325614,67494.5297325614,1
ie,sea,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,terrestrial,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,21500.0301964442,21500.0301964442,21500.0301964442,1
uk,sea,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,253.881754200966,253.881754200966,253.881754200966,1
uk,outwith,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,terrestrial,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,sea,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
ie,outwith,nh3,masked,2015,2024,sec13,M_Other,11,Other,annual,0,0,0,
