Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,nox,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,213685.351588187,213685.351588187,213685.351588187,1
ie,nox,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,9819.43933286183,9819.43933286183,9819.43933286183,1
sea,nox,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,107.292193477026,107.292193477026,107.292193477026,1
ow,nox,grouped,2015,2024,sec01,A_PublicPower,1,PublicPower,annual,49959.8499660807,49959.8499660807,49959.8499660807,1
uk,nox,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,96856.9070439415,96856.9070439415,96856.9070439415,1
ie,nox,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,10928.5079510939,10928.5079510939,10928.5079510939,1
sea,nox,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,0.73578328687257,0.73578328687257,0.73578328687257,1
ow,nox,grouped,2015,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,nox,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,75662.9873519446,75662.9873519446,75662.9873519446,1
ie,nox,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7881.64969271161,7881.64969271161,7881.64969271161,1
sea,nox,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,1.21730262279541,1.21730262279541,1.21730262279541,1
ow,nox,grouped,2015,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,nox,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,nox,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,nox,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,nox,grouped,2015,2024,sec04,D_Fugitive,5,Fugitive,annual,100.233288,100.233288,100.233288,1
uk,nox,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,71.8502361190298,71.8502361190298,71.8502361190298,1
ie,nox,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,7.52020672879993,7.52020672879993,7.52020672879993,1
sea,nox,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,4.44379931808888e-05,4.44379931808888e-05,4.44379931808888e-05,1
ow,nox,grouped,2015,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,nox,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,345227.72275773,345227.72275773,345227.72275773,1
ie,nox,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,41811.6559989227,41811.6559989227,41811.6559989227,1
sea,nox,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.147043495911633,0.147043495911633,0.147043495911633,1
ow,nox,grouped,2015,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,nox,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,nox,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,844.878530354392,844.878530354392,844.878530354392,1
sea,nox,grouped,2015,2024,sec07,G_Shipping,8,Shipping,annual,1941.25999964686,1941.25999964686,1941.25999964686,1
