Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,sox,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0.00867915128765162,32010.081615806,32010.0902949573,31536.9613236819,31536.9613236819
ie,all,sox,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,2237.58610479941,,2237.58610479941,2002.40022991921,2002.40022991921
uk,all,sox,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,22160.6950642615,26841.2125386405,49001.907602902,52070.3395929074,52070.3395929068
ie,all,sox,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,1615.28537242062,,1615.28537242062,1662.54648229811,1662.54648229811
uk,all,sox,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,38145.2262457539,247.262316085493,38392.4885618393,35576.0559200921,35576.0559200921
ie,all,sox,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,6769.21191364471,,6769.21191364471,7144.63152858793,7144.63152858797
uk,all,sox,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0.0579120542860494,,0.0579120542860494,0.0399999999999999,0.0399999999999999
ie,all,sox,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,sox,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,37.366661092018,,37.366661092018,670.066857281593,670.066857281599
ie,all,sox,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.11474658106407,,0.11474658106407,0.028547607,0.0285476069999997
uk,all,sox,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1188.59489118245,,1188.59489118245,366.486917618236,366.486917618242
ie,all,sox,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,38.036991384582,,38.036991384582,39.1950760919388,39.1950760919387
uk,all,sox,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,sox,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,107.820449225822,,107.820449225822,131.859244897937,131.859244897941
uk,all,sox,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,sox,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,99.7754623514569,,99.7754623514569,34.105864587,34.105864587
uk,all,sox,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,16993.7682560794,,16993.7682560794,26787.0762594195,26787.0762594205
ie,all,sox,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,2.47785770125578,,2.47785770125578,2.61688474046912,2.61688474046908
uk,all,sox,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,144.35000602223,59.73,204.08000602223,773.073154688587,773.073154688572
ie,all,sox,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,1.23384301459737,,1.23384301459737,1.381365762,1.381365762
uk,all,sox,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
ie,all,sox,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,,,,0,0
uk,all,sox,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,sox,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
uk,all,sox,inventory,2020,2024,sec13,M_Other,11,Other,annual,,,,0,0
ie,all,sox,inventory,2020,2024,sec13,M_Other,11,Other,annual,,,,0,0
