Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,sec_num,sec_name,emis_t_tot_ncoutput,t1,tsum,tot_tres_ratio
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec01,A_PublicPower,29940.9548385169,29940.9548385169,29940.9548385169,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec02,B_Industry,52070.2881636656,52070.2881636656,52070.2881636656,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,35576.0356678312,35576.0356678312,35576.0356678312,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec05,E_Solvents,670.066442849923,670.066442849923,670.066442849923,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec06,F_RoadTransport,366.486869608846,366.486869608846,366.486869608846,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec07,G_Shipping,0,0,0,
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec08,H_Aviation,0,0,0,
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec09,I_Offroad,4780.0119540913,4780.0119540913,4780.0119540913,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec10,J_Waste,773.041482391919,773.041482391919,773.041482391919,1
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
GB,27,sox,NetCDF_output,2020,2024,allISO,annual,sec13,M_Other,0,0,0,
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec01,A_PublicPower,2002.40025864355,2002.40025864355,2002.40025864355,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec02,B_Industry,1662.53195314238,1662.53195314238,1662.53195314238,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,7144.47574056604,7144.47574056604,7144.47574056604,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec05,E_Solvents,0.028547606981566,0.028547606981566,0.028547606981566,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec06,F_RoadTransport,39.1950760787588,39.1950760787588,39.1950760787588,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec07,G_Shipping,29.4093189385826,29.4093189385826,29.4093189385826,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec08,H_Aviation,34.1056989221375,34.1056989221375,34.1056989221375,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec09,I_Offroad,2.5136583492512,2.5136583492512,2.5136583492512,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec10,J_Waste,1.38136575849057,1.38136575849057,1.38136575849057,1
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
IE,14,sox,NetCDF_output,2020,2024,allISO,annual,sec13,M_Other,0,0,0,
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec01,A_PublicPower,11.6847019195557,11.6847019195557,11.6847019195557,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec02,B_Industry,0.0656542977107506,0.0656542977107506,0.0656542977107506,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec03,C_OtherStationaryComb,0.176040304484559,0.176040304484559,0.176040304484559,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec04,D_Fugitive,0,0,0,
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec05,E_Solvents,0.000414423251186236,0.000414423251186236,0.000414423251186236,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec06,F_RoadTransport,4.8151917354744e-05,4.8151917354744e-05,4.8151917354744e-05,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec07,G_Shipping,67.5731828246126,67.5731828246126,67.5731828246126,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec08,H_Aviation,0.00016571339418938,0.00016571339418938,0.00016571339418938,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec09,I_Offroad,3943.43282215677,3943.43282215677,3943.43282215677,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec10,J_Waste,0.0316716229972371,0.0316716229972371,0.0316716229972371,1
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec11,K_AgriLivestock,0,0,0,
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec12,L_AgriOther,0,0,0,
SEA,171,sox,NetCDF_output,2020,2024,allISO,annual,sec13,M_Other,0,0,0,
