Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,nh3,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,360.169633141168,360.169633141168,360.169633141168,1
ie,nh3,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
sea,nh3,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ow,nh3,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,3146.57267300102,3146.57267300102,3146.57267300102,1
ie,nh3,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,97.1010187094228,97.1010187094228,97.1010187094228,1
sea,nh3,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,0.00352139407614901,0.00352139407614901,0.00352139407614901,1
ow,nh3,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,581.692638040748,581.692638040748,581.692638040748,1
ie,nh3,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,97.59138325888,97.59138325888,97.59138325888,1
sea,nh3,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.00807322947132132,0.00807322947132132,0.00807322947132132,1
ow,nh3,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,nh3,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
sea,nh3,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,nh3,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,1347.77344310549,1347.77344310549,1347.77344310549,1
ie,nh3,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,13.7953023875002,13.7953023875002,13.7953023875002,1
sea,nh3,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.175320281517499,0.175320281517499,0.175320281517499,1
ow,nh3,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3875.70491802176,3875.70491802176,3875.70491802176,1
ie,nh3,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,427.875580080284,427.875580080284,427.875580080284,1
sea,nh3,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.00139258466325349,0.00139258466325349,0.00139258466325349,1
ow,nh3,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,nh3,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
sea,nh3,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ow,nh3,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,nh3,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
sea,nh3,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ow,nh3,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,35.9077308562203,35.9077308562203,35.9077308562203,1
ie,nh3,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,1.50684868721227,1.50684868721227,1.50684868721227,1
sea,nh3,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,5.34710870636667,5.34710870636667,5.34710870636667,1
ow,nh3,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,32.4967903531423,32.4967903531423,32.4967903531423,1
uk,nh3,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,7553.05505700649,7553.05505700649,7553.05505700649,1
ie,nh3,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,107.564536449463,107.564536449463,107.564536449463,1
sea,nh3,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,0.338691806216116,0.338691806216116,0.338691806216116,1
ow,nh3,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,8.95786982914575e-05,8.95786982914575e-05,8.95786982914575e-05,1
uk,nh3,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,226732.096440896,226732.096440896,226732.096440896,1
ie,nh3,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,60010.7073917568,60010.7073917568,60010.7073917568,1
sea,nh3,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,4.82680227604899,4.82680227604899,4.82680227604899,1
ow,nh3,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,nh3,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,68109.0085507901,68109.0085507901,68109.0085507901,1
sea,nh3,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ow,nh3,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,nh3,grouped,2020,2024,sec13,M_Other,11,Other,annual,26003.7363548501,26003.7363548501,26003.7363548501,1
ie,nh3,grouped,2020,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,nh3,grouped,2020,2024,sec13,M_Other,11,Other,annual,307.063485084799,307.063485084799,307.063485084799,1
ow,nh3,grouped,2020,2024,sec13,M_Other,11,Other,annual,0,0,0,
