Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,pm25,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,621.523892684621,3191.69245130618,3813.2163439908,2429.1773617424,2429.17736174228
ie,all,pm25,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,240.696674855659,,240.696674855659,251.435439006721,251.435439006721
uk,all,pm25,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,9194.39764090239,6069.08700707317,15263.4846479755,15310.3361863383,15310.3361863383
ie,all,pm25,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,1921.5939271654,,1921.5939271654,2371.53413656049,2371.53413656051
uk,all,pm25,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,20580.0549246231,163.157185221992,20743.2121098451,21398.6434307301,21398.64343073
ie,all,pm25,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,6695.7070131136,,6695.7070131136,7096.77739871034,7096.77739871026
uk,all,pm25,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,4.72382468730211,,4.72382468730211,12.2828750115359,12.2828750115359
ie,all,pm25,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,12.8610413819551,,12.8610413819551,1.3670844258084,1.3670844258084
uk,all,pm25,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,1651.26590680525,,1651.26590680525,1467.55563018395,1467.55563018396
ie,all,pm25,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,121.167985194379,,121.167985194379,117.303550779,117.303550779
uk,all,pm25,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,11589.4431675674,,11589.4431675674,15557.1424039989,15557.1424039989
ie,all,pm25,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,1432.85420623711,,1432.85420623711,1197.69664140221,1197.69664140222
uk,all,pm25,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,pm25,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,120.957296894793,,120.957296894793,93.1905552982296,93.1905552982296
uk,all,pm25,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,pm25,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,7.47684564110996,,7.47684564110996,3.850712265,3.85071226499999
uk,all,pm25,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,6329.05217737979,,6329.05217737979,6588.00046643696,6588.00046643706
ie,all,pm25,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,148.685714073345,,148.685714073345,138.638786201104,138.638786201098
uk,all,pm25,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,4727.22446584099,17.4221039,4744.64656974099,4988.85440115863,4988.85440115866
ie,all,pm25,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,248.790694864201,,248.790694864201,255.6038930463,255.603893046305
uk,all,pm25,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,2772.41112102375,,2772.41112102375,2725.76052636631,2725.76052636634
ie,all,pm25,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,634.379510225732,,634.379510225732,812.924932213202,812.924932213202
uk,all,pm25,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,pm25,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,287.103626662048,,287.103626662048,49.324,49.3240000000002
uk,all,pm25,inventory,2020,2024,sec13,M_Other,11,Other,annual,1703.36751432829,,1703.36751432829,1738.63267024306,1738.63267024302
ie,all,pm25,inventory,2020,2024,sec13,M_Other,11,Other,annual,,,,0,0
