Area,iso_code,Pollutant,data_source,emis_y,inv_y,agg,time_res,layer_name,sec_num,sec_name,emis_t_tot_ncinput,emis_t_tot_array,t1,tsum,tot_tres_ratio
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec01_annual,sec01,A_PublicPower,3995.96570365238,3995.96570365272,3995.96570365238,3995.96570365238,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec02_annual,sec02,B_Industry,153350.084714815,153350.084714817,153350.084714815,153350.084714815,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec03_annual,sec03,C_OtherStationaryComb,28398.9103829236,28398.910382924,28398.9103829236,28398.9103829236,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec04_annual,sec04,D_Fugitive,39990.8439933815,39990.8439933813,39990.8439933815,39990.8439933815,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec05_annual,sec05,E_Solvents,333319.757972005,333319.757972023,333319.757972005,333319.757972005,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec06_annual,sec06,F_RoadTransport,29126.5640891053,29126.5640891054,29126.5640891053,29126.5640891053,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec07_annual,sec07,G_Shipping,0,0,0,0,
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec08_annual,sec08,H_Aviation,0,0,0,0,
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec09_annual,sec09,I_Offroad,23692.9155670789,23692.9155670789,23692.9155670789,23692.9155670789,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec10_annual,sec10,J_Waste,34048.8783299319,34048.8783299307,34048.8783299319,34048.8783299319,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec11_annual,sec11,K_AgriLivestock,129388.350960271,129388.350960269,129388.350960271,129388.350960271,1
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec12_annual,sec12,L_AgriOther,0,0,0,0,
GB,27,voc,NetCDF_input,2020,2024,allISO,annual,uk_voc_sec13_annual,sec13,M_Other,93964.2097465172,93964.2097465174,93964.2097465172,93964.2097465172,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec01_annual,sec01,A_PublicPower,285.909299132367,285.909299132367,285.909299132367,285.909299132367,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec02_annual,sec02,B_Industry,29976.3664303572,29976.3664303568,29976.3664303572,29976.3664303572,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec03_annual,sec03,C_OtherStationaryComb,10535.5099815318,10535.5099815318,10535.5099815318,10535.5099815318,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec04_annual,sec04,D_Fugitive,3572.80759406112,3572.80759406111,3572.80759406112,3572.80759406112,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec05_annual,sec05,E_Solvents,17321.1213685702,17321.1213685698,17321.1213685702,17321.1213685702,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec06_annual,sec06,F_RoadTransport,3991.5216706294,3991.52167062938,3991.5216706294,3991.5216706294,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec07_annual,sec07,G_Shipping,41.2406842788388,41.2406842788391,41.2406842788388,41.2406842788388,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec08_annual,sec08,H_Aviation,47.9954327219792,47.9954327219792,47.9954327219792,47.9954327219792,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec09_annual,sec09,I_Offroad,344.012263766346,344.012263766341,344.012263766346,344.012263766346,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec10_annual,sec10,J_Waste,439.90360127677,439.903601276769,439.90360127677,439.90360127677,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec11_annual,sec11,K_AgriLivestock,39925.603491089,39925.6034910885,39925.603491089,39925.603491089,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec12_annual,sec12,L_AgriOther,4694.71864241195,4694.71864241192,4694.71864241195,4694.71864241195,1
IE,14,voc,NetCDF_input,2020,2024,allISO,annual,ie_voc_sec13_annual,sec13,M_Other,0,0,0,0,
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec01_annual,sec01,A_PublicPower,0.0136105094488585,0.0136105094488585,0.0136105094488585,0.0136105094488585,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec02_annual,sec02,B_Industry,341.937279232198,341.937279232197,341.937279232198,341.937279232198,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec03_annual,sec03,C_OtherStationaryComb,0.382753433356409,0.382753433356409,0.382753433356409,0.382753433356409,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec04_annual,sec04,D_Fugitive,190.568577353512,190.568577353512,190.568577353512,190.568577353512,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec05_annual,sec05,E_Solvents,2.12758618408245,2.12758618408245,2.12758618408245,2.12758618408245,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec06_annual,sec06,F_RoadTransport,0.0349434955787178,0.0349434955787178,0.0349434955787178,0.0349434955787178,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec07_annual,sec07,G_Shipping,94.7578729528606,94.757872952864,94.7578729528606,94.7578729528606,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec08_annual,sec08,H_Aviation,0.000211862570849926,0.000211862570849926,0.000211862570849926,0.000211862570849926,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec09_annual,sec09,I_Offroad,970.646072073053,970.646072073039,970.646072073053,970.646072073053,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec10_annual,sec10,J_Waste,0.53793226711093,0.53793226711093,0.53793226711093,0.53793226711093,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec11_annual,sec11,K_AgriLivestock,2.09704638347398,2.09704638347398,2.09704638347398,2.09704638347398,1
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec12_annual,sec12,L_AgriOther,0,0,0,0,
SEA,171,voc,NetCDF_input,2020,2024,allISO,annual,sea_voc_sec13_annual,sec13,M_Other,2.35190912267701,2.35190912267702,2.35190912267701,2.35190912267701,1
