Area,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_grouped,t1,tsum,tot_tres_ratio
uk,pmco,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,409.730897275886,409.730897275886,409.730897275886,1
ie,pmco,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,99.595501806461,99.595501806461,99.595501806461,1
sea,pmco,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0.297765238943293,0.297765238943293,0.297765238943293,1
ow,pmco,grouped,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,35.4696929927865,35.4696929927865,35.4696929927865,1
uk,pmco,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,33312.4196093121,33312.4196093121,33312.4196093121,1
ie,pmco,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,6833.13571621598,6833.13571621598,6833.13571621598,1
sea,pmco,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,8.5127276077784,8.5127276077784,8.5127276077784,1
ow,pmco,grouped,2020,2024,sec02,B_Industry,3,Industry,annual,0.00201013930077106,0.00201013930077106,0.00201013930077106,1
uk,pmco,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,603.717464688326,603.717464688326,603.717464688326,1
ie,pmco,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,45.3565815975975,45.3565815975975,45.3565815975975,1
sea,pmco,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0050950619350561,0.0050950619350561,0.0050950619350561,1
ow,pmco,grouped,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,68.5696524884641,68.5696524884641,68.5696524884641,1
ie,pmco,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,12.3037598322756,12.3037598322756,12.3037598322756,1
sea,pmco,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ow,pmco,grouped,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,687.057727754488,687.057727754488,687.057727754488,1
ie,pmco,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,13.9835477430002,13.9835477430002,13.9835477430002,1
sea,pmco,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.000402324932519706,0.000402324932519706,0.000402324932519706,1
ow,pmco,grouped,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,20016.9224821687,20016.9224821687,20016.9224821687,1
ie,pmco,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,752.629242980818,752.629242980818,752.629242980818,1
sea,pmco,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0.000345467012304453,0.000345467012304453,0.000345467012304453,1
ow,pmco,grouped,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,pmco,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,3.65256752882541,3.65256752882541,3.65256752882541,1
sea,pmco,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,8.39242329629421,8.39242329629421,8.39242329629421,1
ow,pmco,grouped,2020,2024,sec07,G_Shipping,8,Shipping,annual,4.3316060037898,4.3316060037898,4.3316060037898,1
uk,pmco,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,pmco,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
sea,pmco,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ow,pmco,grouped,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,104.837504451932,104.837504451932,104.837504451932,1
ie,pmco,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,1.62988736167575,1.62988736167575,1.62988736167575,1
sea,pmco,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,28.2790456127662,28.2790456127662,28.2790456127662,1
ow,pmco,grouped,2020,2024,sec09,I_Offroad,8,Offroad,annual,164.029349212046,164.029349212046,164.029349212046,1
uk,pmco,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,375.223946128325,375.223946128325,375.223946128325,1
ie,pmco,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,0.0949658346000007,0.0949658346000007,0.0949658346000007,1
sea,pmco,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,0.00403255981084526,0.00403255981084526,0.00403255981084526,1
ow,pmco,grouped,2020,2024,sec10,J_Waste,9,Waste,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,12703.4014096645,12703.4014096645,12703.4014096645,1
ie,pmco,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,1151.46694134149,1151.46694134149,1151.46694134149,1
sea,pmco,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0.118780132331328,0.118780132331328,0.118780132331328,1
ow,pmco,grouped,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
ie,pmco,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,1030.53077451215,1030.53077451215,1030.53077451215,1
sea,pmco,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0.000225487862614647,0.000225487862614647,0.000225487862614647,1
ow,pmco,grouped,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,0,0,0,
uk,pmco,grouped,2020,2024,sec13,M_Other,11,Other,annual,207.013127245598,207.013127245598,207.013127245598,1
ie,pmco,grouped,2020,2024,sec13,M_Other,11,Other,annual,0,0,0,
sea,pmco,grouped,2020,2024,sec13,M_Other,11,Other,annual,6.56127416434633e-05,6.56127416434633e-05,6.56127416434633e-05,1
ow,pmco,grouped,2020,2024,sec13,M_Other,11,Other,annual,0,0,0,
