Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,nh3,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,,166.15174616248,166.15174616248,360.169633141168,360.169633141168
ie,all,nh3,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,,,,0,0
uk,all,nh3,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,80.3635297492882,3054.739720424,3135.10325017327,3146.57405919341,3146.57405919348
ie,all,nh3,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,132.329824419772,,132.329824419772,97.1031539110425,97.1031539110425
uk,all,nh3,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,614.300203425393,4.41165421286964,618.711857638263,581.693194775432,581.693194775437
ie,all,nh3,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,78.7056407286231,,78.7056407286231,97.598899753662,97.5988997536615
uk,all,nh3,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
ie,all,nh3,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,,,,0,0
uk,all,nh3,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,1336.58933326283,,1336.58933326283,1347.94876338705,1347.94876338701
ie,all,nh3,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,14.7804249483049,,14.7804249483049,13.7953023875,13.7953023875002
uk,all,nh3,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4585.23889586327,,4585.23889586327,3875.70631060645,3875.70631060642
ie,all,nh3,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,552.755764583273,,552.755764583273,427.875580080289,427.875580080284
uk,all,nh3,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,nh3,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
uk,all,nh3,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,nh3,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
uk,all,nh3,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,78.6352513099634,,78.6352513099634,73.7511300315942,73.7511300315924
ie,all,nh3,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,1.48848268609901,,1.48848268609901,1.50684868721228,1.50684868721227
uk,all,nh3,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,6163.84203754938,,6163.84203754938,7553.39374881261,7553.39374881271
ie,all,nh3,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,37.8007934235529,,37.8007934235529,107.56462602816,107.564626028161
uk,all,nh3,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,231119.43468951,0.06,231119.494689509,226736.923243177,226736.923243172
ie,all,nh3,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,59333.2788829757,,59333.2788829757,60010.7073917573,60010.7073917568
uk,all,nh3,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,nh3,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,65176.4421701571,,65176.4421701571,68109.0085507888,68109.0085507901
uk,all,nh3,inventory,2020,2024,sec13,M_Other,11,Other,annual,21710.5093425846,,21710.5093425846,26310.799839934,26310.799839935
ie,all,nh3,inventory,2020,2024,sec13,M_Other,11,Other,annual,,,,0,0
