Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,1601.97135825685,1601.97135825685,1601.97135825685,1
uk,sea,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,4.20667928614295,4.20667928614295,4.20667928614295,1
uk,outwith,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,822.999324199356,822.999324199356,822.999324199356,1
ie,terrestrial,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,251.435439006721,251.435439006721,251.435439006721,1
ie,sea,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,pm25,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,15308.5878154679,15308.5878154679,15308.5878154679,1
uk,sea,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,1.74837087040661,1.74837087040661,1.74837087040661,1
uk,outwith,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,2371.51276677874,2371.51276677874,2371.51276677874,1
ie,sea,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.0211059882321337,0.0211059882321337,0.0211059882321337,1
ie,outwith,pm25,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.000263793538976923,0.000263793538976923,0.000263793538976923,1
uk,terrestrial,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,21398.6064351217,21398.6064351217,21398.6064351217,1
uk,sea,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0369956082888112,0.0369956082888112,0.0369956082888112,1
uk,outwith,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7096.63294470674,7096.63294470674,7096.63294470674,1
ie,sea,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.144454003513536,0.144454003513536,0.144454003513536,1
ie,outwith,pm25,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,pm25,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,12.2828750115359,12.2828750115359,12.2828750115359,1
uk,sea,pm25,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,pm25,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
