Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_tot_masked,t1,tsum,tot_tres_ratio
uk,terrestrial,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,29940.9551885681,29940.9551885681,29940.9551885681,1
uk,sea,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,11.6847018503347,11.6847018503347,11.6847018503347,1
uk,outwith,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,1584.32143326346,1584.32143326346,1584.32143326346,1
ie,terrestrial,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,2002.40022991921,2002.40022991921,2002.40022991921,1
ie,sea,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
ie,outwith,sox,masked,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,52070.2884845466,52070.2884845466,52070.2884845466,1
uk,sea,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.0511083602507128,0.0511083602507128,0.0511083602507128,1
uk,outwith,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,1662.53193635894,1662.53193635894,1662.53193635894,1
ie,sea,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0.0145459391708931,0.0145459391708931,0.0145459391708931,1
ie,outwith,sox,masked,2020,2024,sec02,B_Industry,3,Industry,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,35576.0356657694,35576.0356657694,35576.0356657694,1
uk,sea,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.0202543227138879,0.0202543227138879,0.0202543227138879,1
uk,outwith,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,7144.47574260689,7144.47574260689,7144.47574260689,1
ie,sea,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0.155785981082521,0.155785981082521,0.155785981082521,1
ie,outwith,sox,masked,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,sea,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,outwith,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0.0399999999999999,0.0399999999999999,0.0399999999999999,1
ie,terrestrial,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,sea,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
ie,outwith,sox,masked,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,670.066442858345,670.066442858345,670.066442858345,1
uk,sea,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.000414423253912593,0.000414423253912593,0.000414423253912593,1
uk,outwith,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0.0285476069999997,0.0285476069999997,0.0285476069999997,1
ie,sea,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
ie,outwith,sox,masked,2020,2024,sec05,E_Solvents,6,Solvents,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,366.486869466324,366.486869466324,366.486869466324,1
uk,sea,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,4.81519176589926e-05,4.81519176589926e-05,4.81519176589926e-05,1
uk,outwith,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,39.1950760919387,39.1950760919387,39.1950760919387,1
ie,sea,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
ie,outwith,sox,masked,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,sea,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
uk,outwith,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,29.4093189492021,29.4093189492021,29.4093189492021,1
ie,sea,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,67.5731828824367,67.5731828824367,67.5731828824367,1
ie,outwith,sox,masked,2020,2024,sec07,G_Shipping,8,Shipping,annual,34.8767430662996,34.8767430662996,34.8767430662996,1
uk,terrestrial,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,sea,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,outwith,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
ie,terrestrial,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,34.1056988736025,34.1056988736025,34.1056988736025,1
ie,sea,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,0.000165713397526998,0.000165713397526998,0.000165713397526998,1
ie,outwith,sox,masked,2020,2024,sec08,H_Aviation,8,Aviation,annual,0,0,0,
uk,terrestrial,sox,masked,2020,2024,sec09,I_Offroad,8,Offroad,annual,4780.01194733601,4780.01194733601,4780.01194733601,1
