Area,mask,Pollutant,data_source,emis_y,inv_y,sec_EMEP,sec_GNFR,sec_SNAP,sec_long,time_res,emis_t_diffmap,emis_t_pt,emis_t_inv_spatial,emis_t_inv_table,emis_t_spatial_scaled
uk,all,voc,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,588.980629605181,1115.5146896391,1704.49531924428,3995.97931416216,3995.97931416227
ie,all,voc,inventory,2020,2024,sec01,A_PublicPower,1,PublicPower,annual,287.192119037733,,287.192119037733,285.909299132367,285.909299132367
uk,all,voc,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,38032.8171342447,120164.630699343,158197.447833587,154480.897818958,154480.897818967
ie,all,voc,inventory,2020,2024,sec02,B_Industry,3,Industry,annual,32305.9526782961,,32305.9526782961,29976.5225305025,29976.5225305027
uk,all,voc,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,26770.2320443879,685.38,27455.6120443878,28398.968493839,28398.968493839
ie,all,voc,inventory,2020,2024,sec03,C_OtherStationaryComb,2,OtherStationaryComb,annual,8277.58514654097,,8277.58514654097,10535.8346240501,10535.8346240502
uk,all,voc,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,43050.2730483116,57685.1797700449,100735.452818356,70426.3240267635,70426.324026764
ie,all,voc,inventory,2020,2024,sec04,D_Fugitive,5,Fugitive,annual,3758.11697596312,,3758.11697596312,3572.80759406111,3572.80759406111
uk,all,voc,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,273551.401717376,14140.3631141284,287691.764831504,333321.83660425,333321.836604243
ie,all,voc,inventory,2020,2024,sec05,E_Solvents,6,Solvents,annual,18928.5019540916,,18928.5019540916,17321.1703225271,17321.1703225271
uk,all,voc,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,30259.4736121383,,30259.4736121383,29126.599032601,29126.5990326013
ie,all,voc,inventory,2020,2024,sec06,F_RoadTransport,7,RoadTransport,annual,3501.31952589507,,3501.31952589507,3991.52167062938,3991.52167062936
uk,all,voc,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,,,,0,0
ie,all,voc,inventory,2020,2024,sec07,G_Shipping,8,Shipping,annual,241.914593789587,,241.914593789587,184.906213017752,184.906213017774
uk,all,voc,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,,,,0,0
ie,all,voc,inventory,2020,2024,sec08,H_Aviation,8,Aviation,annual,169.47589953826,,169.47589953826,47.99564458455,47.9956445845498
uk,all,voc,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,32292.2539058132,,32292.2539058132,30612.9363911063,30612.9363911059
ie,all,voc,inventory,2020,2024,sec09,I_Offroad,8,Offroad,annual,407.203144959228,,407.203144959228,365.841058610838,365.841058610813
uk,all,voc,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,8681.14587723329,9.56553099999996,8690.71140823333,34049.416262198,34049.4162621979
ie,all,voc,inventory,2020,2024,sec10,J_Waste,9,Waste,annual,501.413777623435,,501.413777623435,439.903645235489,439.903645235491
uk,all,voc,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,132438.125161698,,132438.125161698,129390.448006652,129390.448006653
ie,all,voc,inventory,2020,2024,sec11,K_AgriLivestock,10,AgriLivestock,annual,40721.2308372838,,40721.2308372838,39925.6034910885,39925.6034910885
uk,all,voc,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,,,,0,0
ie,all,voc,inventory,2020,2024,sec12,L_AgriOther,10,AgriOther,annual,4695.87581819708,,4695.87581819708,4694.71864241192,4694.71864241189
uk,all,voc,inventory,2020,2024,sec13,M_Other,11,Other,annual,92925.135292474,,92925.135292474,93966.56165564,93966.5616556447
ie,all,voc,inventory,2020,2024,sec13,M_Other,11,Other,annual,,,,0,0
