Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
voc,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,0.351204945365865
voc,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,0.335429560762056
voc,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,0.322004972932753
voc,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,0.307214631440711
voc,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,0.300168511299674
voc,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,0.306298751623905
voc,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,0.305214443995356
voc,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,0.303834530028498
voc,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,0.301104895903302
voc,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,0.320104045198632
voc,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,0.350964337898163
voc,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,0.351204945365865
voc,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,12.3208668311978
voc,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,12.6047834138803
voc,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,13.3872910737037
voc,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,13.0240305125129
voc,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,12.6777077306416
voc,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,13.257143402287
voc,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,12.710365747018
voc,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,12.4367502863524
voc,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,12.912776003671
voc,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,13.501354865974
voc,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,13.2400951450127
voc,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,12.3208668311978
voc,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,3.57312066422481
voc,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,3.57686803549967
voc,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,3.23718155779152
voc,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,2.69575367455858
voc,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,2.0455111220018
voc,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,1.49316361183
voc,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,1.2462238544928
voc,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,1.27356167323973
voc,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,1.57552520529572
voc,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,2.19692079987411
voc,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,2.99843453446654
voc,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,3.57312066422481
voc,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,3.44226454254036
voc,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,3.4446140957841
voc,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,3.44591431104502
voc,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,3.44552826726312
voc,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,3.4437007791496
voc,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,3.44131193029571
voc,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,3.43903735887023
voc,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,3.4372426205163
voc,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,3.43652437405964
voc,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,3.43742041654131
voc,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,3.43964845453114
voc,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,3.44226454254036
voc,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,25.9779617579733
voc,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,25.9846918964159
voc,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,26.1348908722587
voc,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,26.3217861403714
voc,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,26.4842511260293
voc,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,26.5818043262137
voc,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,26.5982078971899
voc,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,26.5638120628662
voc,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,26.5619075405842
voc,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,26.4678745372552
voc,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,26.2078572101877
voc,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,25.9779617579733
voc,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,2.35356653777257
voc,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,2.40017200202023
voc,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,2.46193546447616
voc,UK,2021,4,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_4,2.52862114511821
voc,UK,2021,5,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_5,2.62445669607003
voc,UK,2021,6,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_6,2.70012876908929
voc,UK,2021,7,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_7,2.71403243327546
voc,UK,2021,8,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_8,2.68478199206693
voc,UK,2021,9,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_9,2.65492331698379
voc,UK,2021,10,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_10,2.59901506583195
voc,UK,2021,11,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_11,2.47362016196841
voc,UK,2021,12,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_12,2.35356653777257
voc,UK,2021,1,G_Shipping,Shipping,Emis_UK_Shipping_1,0
voc,UK,2021,2,G_Shipping,Shipping,Emis_UK_Shipping_2,0
voc,UK,2021,3,G_Shipping,Shipping,Emis_UK_Shipping_3,0
voc,UK,2021,4,G_Shipping,Shipping,Emis_UK_Shipping_4,0
voc,UK,2021,5,G_Shipping,Shipping,Emis_UK_Shipping_5,0
voc,UK,2021,6,G_Shipping,Shipping,Emis_UK_Shipping_6,0
voc,UK,2021,7,G_Shipping,Shipping,Emis_UK_Shipping_7,0
voc,UK,2021,8,G_Shipping,Shipping,Emis_UK_Shipping_8,0
voc,UK,2021,9,G_Shipping,Shipping,Emis_UK_Shipping_9,0
voc,UK,2021,10,G_Shipping,Shipping,Emis_UK_Shipping_10,0
voc,UK,2021,11,G_Shipping,Shipping,Emis_UK_Shipping_11,0
voc,UK,2021,12,G_Shipping,Shipping,Emis_UK_Shipping_12,0
voc,UK,2021,1,H_Aviation,Aviation,Emis_UK_Aviation_1,0
voc,UK,2021,2,H_Aviation,Aviation,Emis_UK_Aviation_2,0
voc,UK,2021,3,H_Aviation,Aviation,Emis_UK_Aviation_3,0
voc,UK,2021,4,H_Aviation,Aviation,Emis_UK_Aviation_4,0
voc,UK,2021,5,H_Aviation,Aviation,Emis_UK_Aviation_5,0
voc,UK,2021,6,H_Aviation,Aviation,Emis_UK_Aviation_6,0
voc,UK,2021,7,H_Aviation,Aviation,Emis_UK_Aviation_7,0
voc,UK,2021,8,H_Aviation,Aviation,Emis_UK_Aviation_8,0
voc,UK,2021,9,H_Aviation,Aviation,Emis_UK_Aviation_9,0
voc,UK,2021,10,H_Aviation,Aviation,Emis_UK_Aviation_10,0
voc,UK,2021,11,H_Aviation,Aviation,Emis_UK_Aviation_11,0
voc,UK,2021,12,H_Aviation,Aviation,Emis_UK_Aviation_12,0
voc,UK,2021,1,I_Offroad,Offroad,Emis_UK_Offroad_1,1.82242240241806
voc,UK,2021,2,I_Offroad,Offroad,Emis_UK_Offroad_2,1.81980410922392
voc,UK,2021,3,I_Offroad,Offroad,Emis_UK_Offroad_3,1.89587233453058
voc,UK,2021,4,I_Offroad,Offroad,Emis_UK_Offroad_4,2.05023559870831
voc,UK,2021,5,I_Offroad,Offroad,Emis_UK_Offroad_5,2.2828086600109
