Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
co,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,4.69519785095193
co,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,4.41221319405144
co,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,4.08521481718112
co,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,3.80667478448281
co,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,3.60674496550282
co,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,3.54810237872975
co,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,3.63425349856342
co,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,3.6693090944
co,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,3.64180788365529
co,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,4.03326671243716
co,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,4.64817716648404
co,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,4.69519785095193
co,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,22.6949276549851
co,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,23.0372214729624
co,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,24.5044764958575
co,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,23.5067417138344
co,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,22.440493288842
co,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,23.6770221942332
co,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,22.8661058061376
co,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,22.4997879954412
co,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,23.4332183814446
co,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,24.4778578981778
co,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,24.1068090536502
co,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,22.6949276549851
co,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,36.7279433314644
co,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,36.619665128298
co,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,31.3466075553331
co,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,24.1149039501658
co,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,15.135892247212
co,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,6.8166984498002
co,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,4.25628507522929
co,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,4.13073000309924
co,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,8.05817363376907
co,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,17.1199746695566
co,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,28.5655930889458
co,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,36.7279433314644
co,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
co,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
co,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
co,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
co,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
co,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
co,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
co,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
co,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
co,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
co,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
co,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
co,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.155962764134878
co,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.155952371027287
co,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.155898458758792
co,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.1558024593418
co,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.155698083378301
co,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.155636869561339
co,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.155642469805572
co,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.155700737362445
co,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.155782599857593
co,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.155865113488814
co,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,0.155930578210029
co,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,0.155962764134878
co,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,16.8942964585982
co,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,17.1809303343904
co,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,17.5423021297612
co,UK,2021,4,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_4,17.7952893098386
co,UK,2021,5,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_5,18.3069686613281
co,UK,2021,6,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_6,18.8766672702549
