EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.00826133168116212
AT,2,Austria,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0429776878529183
BE,3,Belgium,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0341741923460035
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0882978860616854
DK,6,Denmark,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0708981629318278
FI,7,Finland,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.185760902909899
FR,8,France,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0745540410139221
GR,11,Greece,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0214607567153871
HU,12,Hungary,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.14922450196656
IS,13,Iceland,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,2.08644801750779e-06
IE,14,Ireland,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.159925811566655
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0191647042871791
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0388087794464045
NO,18,Norway,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.176177384885703
PL,19,Poland,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.332976740653645
PT,20,Portugal,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.09879745060226
RO,21,Romania,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0385069869900801
ES,22,Spain,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.787874508441954
SE,23,Sweden,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.228264678477283
CH,24,Switzerland,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0208032985609279
TR,25,Turkey,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.573474993818643
GB,27,United Kingdom,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.26525706967868
NOS,31,North Sea,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.142563148335006
ATL,32,Remaining North-East Atlantic Ocean,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.110229326853499
MED,33,Mediterranean Sea,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.792974542119279
BLS,34,Black Sea,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.249152124727145
BY,39,Belarus,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.105795025764097
UA,40,Ukraine,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0112838156924446
MD,41,Republic of Moldova,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0129649205165915
EE,43,Estonia,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0693006506796337
LV,44,Latvia,Emis_EUR_PublicPower_1,1,voc,2021,A_PublicPower,PublicPower,0.0297212687083193
