EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.101890761107206
AT,2,Austria,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.11759832104358
BE,3,Belgium,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.613365195649269
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.59375948618318
DK,6,Denmark,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.641519683011759
FI,7,Finland,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.55624425832998
FR,8,France,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,2.15167055667039
GR,11,Greece,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.872031096458435
HU,12,Hungary,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.02423492454051
IS,13,Iceland,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.23959723860025e-05
IE,14,Ireland,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.39869285399742
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.105536855500926
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.717468415961252
NO,18,Norway,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.0693604000830674
PL,19,Poland,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,13.0555185938781
PT,20,Portugal,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.263469130916051
RO,21,Romania,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,2.13573410728816
ES,22,Spain,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,0.912520753306999
SE,23,Sweden,Emis_EUR_PublicPower_1,1,nox,2021,A_PublicPower,PublicPower,1.03257420587083
