EMEP_iso,EMEP_code,Name,layer,Month,Pollutant,Year,GNFR,Sector,emis_kt
AL,1,Albania,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.0173170217722654
AT,2,Austria,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.546889620092631
BE,3,Belgium,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.186930341087747
BG,4,Bulgaria,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.620730150376068
DK,6,Denmark,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.744442011121437
FI,7,Finland,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.89575352224821
FR,8,France,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,2.02181362150175
GR,11,Greece,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.409805506706238
HU,12,Hungary,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.864116229964204
IS,13,Iceland,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,3.08945658616722e-06
IE,14,Ireland,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.26760287670587
LU,16,Luxembourg,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.183105726380105
NL,17,Netherlands,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.287180902105523
NO,18,Norway,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.37206984299874
PL,19,Poland,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,5.86601355743573
PT,20,Portugal,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.264596259579615
RO,21,Romania,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.645089791480811
ES,22,Spain,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.60832292771353
SE,23,Sweden,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.566102077098833
CH,24,Switzerland,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.0907466381504128
TR,25,Turkey,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.29184265761665
GB,27,United Kingdom,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.86713114226848
NOS,31,North Sea,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.721393301313307
ATL,32,Remaining North-East Atlantic Ocean,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.507659700342846
MED,33,Mediterranean Sea,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,8.77923545754755
BLS,34,Black Sea,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.172703647434711
BY,39,Belarus,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.344482256999508
UA,40,Ukraine,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.09486326898791
MD,41,Republic of Moldova,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.179288204926997
EE,43,Estonia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.159473884796244
LV,44,Latvia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.340085562127948
LT,45,Lithuania,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.957362625899843
CZ,46,Czech Republic,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,1.17251041607933
SK,47,Slovakia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.272659627761372
SI,48,Slovenia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.127803966832415
HR,49,Croatia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.0667886547487942
BA,50,Bosnia and Herzegovina,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.167474467404187
MK,52,The former Yugoslav Republic of Macedonia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.0926325755119324
GE,54,Georgia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.00896005344390869
CY,55,Cyprus,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0
AM,56,Armenia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0
LI,59,Liechtenstein,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.00208956295368262
DE,60,Germany,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,9.47637771816802
RU,61,Russian Federation in the former official EMEP domain,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,18.919875700747
NOA,63,North Africa,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,2.04201174545049
KG,68,Kyrgyzstan,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,6.88731254176673e-05
AZ,69,Azerbaijan,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.0578109501898289
RS,72,Serbia,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.510065329215759
ME,73,Montenegro,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0
UZ,76,Uzbekistan (in the original EMEP domain),Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.00590374796325341
TM,77,Turkmenistan (in the original EMEP domain),Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.075558349609375
CAS,80,Caspian Sea,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.260956976473331
TJ,81,Tajikistan,Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,3.15205222723307e-05
KZT,92,Kazakhstan (all),Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,0.771984761223197
RUE,93,Russian Federation in the extended EMEP domain (RU+RFE+RUX),Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,12.8287183186931
AST,96,Asian areas in the extended EMEP domain (ASM+ASE+ARO+ARE+CAS),Emis_EUR_PublicPower_1,1,co,2021,A_PublicPower,PublicPower,40.4265985446934
AL,1,Albania,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0161625539511442
AT,2,Austria,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.518436846426242
BE,3,Belgium,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.185975150817074
BG,4,Bulgaria,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.622105478645215
DK,6,Denmark,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.622807347671446
FI,7,Finland,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.74580691382264
FR,8,France,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.86150537870914
GR,11,Greece,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.408778986096382
HU,12,Hungary,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.795233034412515
IS,13,Iceland,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,3.06491553783417e-06
IE,14,Ireland,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0
IT,15,Italy,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.27114592734852
LU,16,Luxembourg,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.177564897552555
NL,17,Netherlands,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.284234542801511
NO,18,Norway,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.20710599155369
PL,19,Poland,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,5.53483021304435
PT,20,Portugal,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.157097460265819
RO,21,Romania,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.632689194694536
ES,22,Spain,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.16675931694352
SE,23,Sweden,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.51149382001238
CH,24,Switzerland,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0849681091828897
TR,25,Turkey,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.20450731211511
GB,27,United Kingdom,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0
BAS,30,Baltic Sea,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.64767550562761
NOS,31,North Sea,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.669370637468121
ATL,32,Remaining North-East Atlantic Ocean,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.408695399331342
MED,33,Mediterranean Sea,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,7.96606208051704
BLS,34,Black Sea,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.162429672271013
BY,39,Belarus,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.320465158563589
UA,40,Ukraine,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.01864036649435
MD,41,Republic of Moldova,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.167032716630027
EE,43,Estonia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.148229705655933
LV,44,Latvia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.305240178763299
LT,45,Lithuania,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.891456786514008
CZ,46,Czech Republic,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.09765171182451
SK,47,Slovakia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.249994395516725
SI,48,Slovenia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.133426271718889
HR,49,Croatia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0646232164072208
BA,50,Bosnia and Herzegovina,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.157580686293542
MK,52,The former Yugoslav Republic of Macedonia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0865693764686585
GE,54,Georgia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.00832105255126953
CY,55,Cyprus,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0
AM,56,Armenia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0
LI,59,Liechtenstein,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0019224239459727
DE,60,Germany,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,9.26776716969064
RU,61,Russian Federation in the former official EMEP domain,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,18.9173558806918
NOA,63,North Africa,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,1.84569008717389
KG,68,Kyrgyzstan,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,6.88731254176673e-05
AZ,69,Azerbaijan,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.0578109501898289
RS,72,Serbia,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0.479202497746344
ME,73,Montenegro,Emis_EUR_PublicPower_2,2,co,2021,A_PublicPower,PublicPower,0
