Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
co,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,4.85286449612468
co,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,4.54199046072623
co,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,5.01032023008732
co,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,4.49757994578315
co,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,3.3630916199219
co,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,3.68204033496214
co,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,3.62955506373087
co,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,3.02799364944722
co,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,3.52054733583652
co,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,3.86371990739645
co,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,3.82334668062727
co,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,4.66311030979612
co,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,23.3185835015519
co,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,24.437875002552
co,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,26.1634501580072
co,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,24.7643355057453
co,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,22.7356185626626
co,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,23.0853970125789
co,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,21.9661050842525
co,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,20.5669903603071
co,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,21.8961494802388
co,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,23.6916804692587
co,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,23.9248658771628
co,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,23.3885389365149
co,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,34.6533814617595
co,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,32.3942794330471
co,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,35.5653125556436
co,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,30.2595316516643
co,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,18.2178961095206
co,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,15.6271827864223
co,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,6.75658035589913
co,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,4.55965545416937
co,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,10.8602702652505
co,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,17.3474164375674
co,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,19.482164215243
co,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,23.8967397233301
co,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
co,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
co,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
co,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
co,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
co,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
co,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
co,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
co,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
co,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
co,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
co,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
co,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.154105590057803
co,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.149742641059276
co,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.153014852818581
co,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.159091817460461
co,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.161429111573049
co,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.161429111573049
co,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.150989197966373
co,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.138835268715827
co,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.149742641059276
co,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.162364029229444
