Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
voc,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,0.385892210801222
voc,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,0.361171995746106
voc,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,0.3984128414511
voc,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,0.357640535491982
voc,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,0.267427798508469
voc,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,0.292790096938429
voc,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,0.288616553660671
voc,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,0.240781329377639
voc,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,0.27994842572628
voc,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,0.307236974643716
voc,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,0.304026559825007
voc,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,0.37080324739966
voc,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,12.8608106072403
voc,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,13.4781295185359
voc,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,14.4298296011597
voc,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,13.6581808415674
voc,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,12.5392902905529
voc,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,12.7322024857484
voc,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,12.1148835626867
voc,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,11.3432349912885
voc,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,12.0763011937961
voc,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,13.0665836070841
voc,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,13.1951917215851
voc,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,12.8993930770135
voc,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,4.09328830899016
voc,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,3.82644116252311
voc,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,4.20100642206956
voc,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,3.57428285243441
voc,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,2.15191412864948
voc,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,1.8458967611107
voc,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,0.798093294696537
voc,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,0.538590566902069
voc,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,1.28282480481622
voc,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,2.04909229314186
voc,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,2.30125060338097
voc,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,2.82270419768004
voc,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,3.41748505646185
voc,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,3.44501768706973
voc,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,3.44501768706973
voc,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,3.43813452468838
voc,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,3.44157610442466
voc,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,3.43813452468838
voc,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,3.44501768706973
voc,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,3.44501768706973
voc,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,3.44501768706973
voc,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,3.44501768706973
voc,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,3.44501768706973
voc,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,3.44501768706973
voc,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,24.1878263202339
voc,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,26.0565267150633
voc,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,28.3989821480957
voc,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,27.714669337324
voc,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,26.1354858985193
voc,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,26.9250775974599
voc,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,26.2407647819497
voc,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,24.2667854876221
voc,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,25.6090914020962
voc,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,27.3198734530376
