Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
sox,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,2.90165018067932
sox,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,2.71577077247092
sox,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,2.99579692115818
sox,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,2.689216560036
sox,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,2.01087738338668
sox,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,2.20158481371098
sox,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,2.17020258281609
sox,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,1.81051384457672
sox,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,2.10502407064317
sox,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,2.31021564492045
sox,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,2.28607545982279
sox,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,2.78819129807121
sox,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,3.72997598997053
sox,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,3.90901484236479
sox,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,4.18503307116925
sox,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,3.96123450127661
sox,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,3.63672660636131
sox,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,3.69267621352583
sox,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,3.51363738820002
sox,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,3.28983882493163
sox,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,3.50244743207181
sox,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,3.78965561236212
sox,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,3.82695537195899
sox,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,3.74116589562899
sox,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,4.58918312728601
sox,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,4.29000791140893
sox,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,4.70995110501193
sox,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,4.00730105496151
sox,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,2.41261481379594
sox,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,2.06952397016119
sox,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,0.894780920712598
sox,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,0.603839885043119
sox,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,1.43823681710039
sox,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,2.29733629002549
sox,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,2.58004314515107
sox,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,3.16466994425441
sox,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
sox,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
sox,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
sox,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
sox,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
sox,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
sox,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
sox,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
sox,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
sox,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
sox,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
sox,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
sox,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.0542911150627124
sox,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.0549728528051658
sox,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.0590013031399938
sox,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.0628438249496491
sox,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.0640833481655953
sox,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.0671201799077483
sox,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.0674920368730288
sox,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.0665623944873805
sox,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.0677399415023343
sox,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.0648890381967492
sox,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,0.0589393269700398
sox,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,0.055468662062629
sox,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,0.0303351519750037
sox,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,0.0319042115631442
sox,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,0.0345890468551846
sox,UK,2021,4,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_4,0.0355653506005427
sox,UK,2021,5,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_5,0.0362975784045914
sox,UK,2021,6,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_6,0.036262710414654
sox,UK,2021,7,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_7,0.0358442945214862
sox,UK,2021,8,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_8,0.0356699545705965
sox,UK,2021,9,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_9,0.0360186344713585
sox,UK,2021,10,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_10,0.0372390141535387
sox,UK,2021,11,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_11,0.0354258786205172
sox,UK,2021,12,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_12,0.0331245912428247
sox,UK,2021,1,G_Shipping,Shipping,Emis_UK_Shipping_1,0
sox,UK,2021,2,G_Shipping,Shipping,Emis_UK_Shipping_2,0
sox,UK,2021,3,G_Shipping,Shipping,Emis_UK_Shipping_3,0
sox,UK,2021,4,G_Shipping,Shipping,Emis_UK_Shipping_4,0
sox,UK,2021,5,G_Shipping,Shipping,Emis_UK_Shipping_5,0
sox,UK,2021,6,G_Shipping,Shipping,Emis_UK_Shipping_6,0
sox,UK,2021,7,G_Shipping,Shipping,Emis_UK_Shipping_7,0
sox,UK,2021,8,G_Shipping,Shipping,Emis_UK_Shipping_8,0
sox,UK,2021,9,G_Shipping,Shipping,Emis_UK_Shipping_9,0
